,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
184,184,DYALIBI ENTERPRISES,Single Proprietorship,31-Jan-2005,Platinum,Active,21-Jul-2020,21-Jul-2021,20050162911771087342
185,185,ALAVAR SEAFOODS RESTAURANT,Single Proprietorship,21-May-2007,Platinum,Active,23-Jul-2020,23-Jul-2021,200705137341912764342
186,186,TOKWING CONSTRUCTION CORP.,Corporation,10-Aug-2004,Platinum,Active,03-Aug-2020,18-Aug-2021,2004084830259318905
187,187,JM PHOENIX STATION,Single Proprietorship,16-Jan-2017,Platinum,Active,21-Jul-2020,21-Jul-2021,201701185833991812264
188,188,JSM PRINT HOUSE INC.,Corporation,18-Jul-2019,Platinum,Active,21-Jul-2020,21-Jul-2021,201907321111601144766
189,189,TIERODMAN AUTO CENTER INC.,Corporation,18-Sep-2013,Platinum,Active,22-Jul-2020,22-Jul-2021,20130982510982463458
190,190,MARYED MUSICSPORTS ZONE,Single Proprietorship,15-Mar-2013,Platinum,Active,21-Jul-2020,21-Jul-2021,201303683431714769025
191,191,KRIZIA21 INTERNET CAFE AND GENERAL MERCHANDISE,Single Proprietorship,05-Apr-2019,Platinum,Active,22-Jul-2020,22-Jul-2021,201904471381880945048
192,192,TJB CONSTRUCTION,Single Proprietorship,09-Jul-2020,Platinum,Active,21-Jul-2020,21-Jul-2021,20200722047071846725
193,193,R.B. LIM MARKETING,Single Proprietorship,19-Oct-2016,Platinum,Active,21-Jul-2020,21-Jul-2021,201610189578756275493
194,194,MEGA MOON SECURITY & INVESTIGATION SERVICES,Single Proprietorship,02-Oct-2008,Platinum,Active,21-Jul-2020,15-Aug-2021,200810226761573032267
195,195,SQUAREFOOT GRAPHICS & ADS,Single Proprietorship,17-Dec-2012,Platinum,Active,23-Jul-2020,23-Jul-2021,20121263355843516416
196,196,RED TREE EVENTS PRODUCTION,Single Proprietorship,10-Jul-2020,Platinum,Active,21-Jul-2020,21-Jul-2021,202007220592485801713
197,197,SCPD PRINTING SERVICES,Single Proprietorship,30-May-2014,Platinum,Active,23-Jul-2020,23-Jul-2021,2014051035321158995903
198,198,UNA PIZZERIA,Single Proprietorship,08-Jun-2017,Platinum,Active,23-Jul-2020,26-Aug-2021,201706157536795265766
199,199,FEAJ CONSTRUCTION & GENERAL SERVICES,Single Proprietorship,10-Feb-2005,Platinum,Active,21-Jul-2020,13-Aug-2021,20050264611139544166
200,200,4S & E ENTERPRISES,Single Proprietorship,04-Feb-2011,Platinum,Active,21-Jul-2020,13-Aug-2021,20110238290776289885
201,201,BUDCHOK EATERY,Single Proprietorship,23-Jan-2015,Platinum,Active,29-Jul-2020,01-Aug-2021,201501124365768194858
202,202,JEROSETH ENTERPRISES,Single Proprietorship,20-Aug-2018,Platinum,Active,24-Jul-2020,24-Jul-2021,201808827451767189784
203,203,PREHTI CONSTRUCTION SERVICES,Single Proprietorship,17-Jun-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,20190638084729023613
204,204,GOODHEALTH PHARMA CORPORATION,Corporation,07-Sep-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,2017091408821319910840
205,205,NALAKA GENERAL MERCHANDISE,Single Proprietorship,16-Jul-2020,Platinum,Active,28-Jul-2020,28-Jul-2021,2020072212191045748495
206,206,DIAMOND CARE MARKETING,Single Proprietorship,22-Jul-2015,Platinum,Active,22-Jul-2020,06-Aug-2021,201507142722148390089
207,207,JMD CONSTRUCTION AND SURVEYING OFFICE,Single Proprietorship,27-Oct-2008,Platinum,Active,24-Jul-2020,24-Jul-2021,200810231262109095876
208,208,"MAXIPHARM CO., LTD.",Partnership,22-Mar-2011,Platinum,Active,21-Jul-2020,21-Jul-2021,20110339712379826942
209,209,U GASOLINE FILLING AND SERVICE STATION,Single Proprietorship,07-Mar-2014,Platinum,Active,23-Jul-2020,23-Jul-2021,201403960841373824599
210,210,JOCA SALES AND SERVICES,Single Proprietorship,09-Dec-2008,Platinum,Active,23-Jul-2020,23-Jul-2021,20081223796664719140
211,211,JAY KINGS AUTO PARTS,Single Proprietorship,25-Sep-2017,Platinum,Active,28-Jul-2020,28-Jul-2021,2017091375181742320250
212,212,LUCKY GEMS CONSTRUCTION,Single Proprietorship,14-May-2019,Platinum,Active,28-Jul-2020,13-Aug-2021,20190542838957215383
213,213,GLOTOC TOOLS AND INDUSTRIAL SALES CENTER INC.,Corporation,06-Jan-2016,Platinum,Active,22-Jul-2020,22-Jul-2021,2016011577531443067817
214,214,BOULDER STEEL ENTERPRISES,Single Proprietorship,16-Nov-2015,Platinum,Active,29-Jul-2020,29-Jul-2021,201511154384564688874
215,215,ROXACO-ASIA HOSPITALITY CORPORATION (FORMERLYROXACO-VANGUARD HOTEL CORPORATION),Corporation,14-Feb-2018,Platinum,Active,21-Jul-2020,21-Jul-2021,2018021146111928618977
216,216,MYRNA OLIVA ENTERPRISES,Single Proprietorship,18-Jun-2009,Platinum,Active,23-Jul-2020,23-Jul-2021,200906272061747975367
217,217,INNOVATIVE MANGYAN BUILDERS CO.,Partnership,31-Jul-2017,Platinum,Active,24-Jul-2020,24-Jul-2021,2017071482801838981406
218,218,76 AUTO PARTS,Single Proprietorship,17-Dec-2016,Platinum,Active,23-Jul-2020,23-Jul-2021,201612188947931133417
219,219,BUNAH-VITA GREEN GARDEN,Single Proprietorship,07-Jun-2005,Platinum,Active,22-Jul-2020,22-Jul-2021,20050675131314819041
220,220,KIMBERLY DAWN TRADING,Single Proprietorship,30-Nov-2010,Platinum,Active,23-Jul-2020,23-Jul-2021,20101137067367467515
221,221,NBM CONSTRUCTION SUPPLY,Single Proprietorship,02-Aug-2016,Platinum,Active,21-Jul-2020,16-Aug-2021,2016081797101547294348
222,222,BOTICA WENA,Single Proprietorship,02-Sep-2010,Platinum,Active,23-Jul-2020,23-Jul-2021,20100935615190575510
223,223,DCI INT'L. I.T. SOLUTIONS AND SERVICES CORPORATION,Corporation,07-Jun-2010,Platinum,Active,24-Jul-2020,18-Aug-2021,20100633955233317192
224,224,LAGUNA CAPITAL PRINTING PRESS,Single Proprietorship,05-May-2009,Platinum,Active,20-Jul-2020,20-Jul-2021,200905263761318714558
225,225,G. TELECOMS INC.,Corporation,24-Sep-2015,Platinum,Active,21-Jul-2020,21-Jul-2021,201509149344628199680
226,226,GOLDEN PARTS MARKETING,Single Proprietorship,07-Apr-2016,Platinum,Active,23-Jul-2020,18-Sep-2021,201604167949303602912
227,227,CAC ENTERPRISES,Single Proprietorship,08-Oct-2014,Platinum,Active,21-Jul-2020,21-Jul-2021,201410116332295693161
228,228,MYSTIC ART & INK PRODUCTS,Single Proprietorship,03-Apr-2012,Platinum,Active,22-Jul-2020,22-Jul-2021,20120451369680457741
229,229,TEH TAI GLOBAL CORPORATION,Corporation,08-Jun-2017,Platinum,Active,23-Jul-2020,05-Aug-2021,2017061575231027003694
230,230,BONITO SHOPPING CENTER,Single Proprietorship,09-Feb-2011,Platinum,Active,23-Jul-2020,23-Jul-2021,20110238469146346434
231,231,ICM TRADING,Single Proprietorship,08-Mar-2018,Platinum,Active,20-Jul-2020,20-Jul-2021,201803110705487337302
232,232,LNL ENTERPRISES,Single Proprietorship,26-Apr-2010,Platinum,Active,22-Jul-2020,01-Aug-2021,201004785181244442200
233,233,LANILY BUILDERS & SUPPLY,Single Proprietorship,04-Mar-2015,Platinum,Active,20-Jul-2020,20-Jul-2021,2015031286331350877777
234,234,SXPN ENVIRONMENTAL MANAGEMENT AND RESEARCH SERVICES,Single Proprietorship,06-Nov-2017,Platinum,Active,21-Jul-2020,21-Jul-2021,2017111309961869407454
235,235,BENISON ENTERPRISES,Single Proprietorship,01-Oct-2014,Platinum,Active,21-Jul-2020,13-Aug-2021,201410115679609765076
236,236,FGN AUTO SUPPLY,Single Proprietorship,17-Mar-2008,Platinum,Active,21-Jul-2020,21-Jul-2021,200803195301733347263
237,237,J.G. ORANZA CONSTRUCTION,Single Proprietorship,15-Oct-2008,Platinum,Active,20-Jul-2020,20-Jul-2021,200810229111519187647
238,238,EYCB TRADING,Single Proprietorship,27-May-2008,Platinum,Active,22-Jul-2020,06-Aug-2021,20080520704155002929
239,239,FEMOS' CENTROSPHERE,Single Proprietorship,06-Aug-2007,Platinum,Active,21-Jul-2020,21-Jul-2021,20070815665980575817
240,240,"THE LIBRARY PUBLISHING HOUSE, INC.",Corporation,23-Feb-2005,Platinum,Active,23-Jul-2020,23-Jul-2021,2005026627264322815
241,241,"BARKADAHAN YOUNG BUILDERS, INC.",Corporation,23-Sep-2015,Platinum,Active,22-Jul-2020,22-Jul-2021,2015091492561187185342
242,242,REDANTS MEDIA INC.,Corporation,04-Feb-2013,Platinum,Active,23-Jul-2020,25-Jul-2021,20130265293503990897
243,243,ELICAS TRADING,Single Proprietorship,02-Oct-2008,Platinum,Active,21-Jul-2020,21-Jul-2021,200810226601980351871
244,244,SAMAHAN NG KABABAIHANG ALA-EH NG TANAUAN CITY MARKETINGCOOPERATIVE,Cooperative,06-May-2016,Platinum,Active,23-Jul-2020,23-Jul-2021,2016051704671737074270
245,245,AVT TRADING,Single Proprietorship,25-Jan-2006,Platinum,Active,23-Jul-2020,26-Jul-2021,20060192551651764966
246,246,3G BUILDER & SUPPLIES,Single Proprietorship,11-Apr-2016,Platinum,Active,22-Jul-2020,25-Jul-2021,2016041681451278081045
247,247,ROPE SYSTEMS CORPORATION,Corporation,06-May-2002,Platinum,Active,23-Jul-2020,29-Jul-2021,2002057171872032137
248,248,NAGKAKAISANG KALIPI NG TANAUAN CITY BATANGAS MARKETINGCOOPERATIVE,Cooperative,24-Nov-2015,Platinum,Active,23-Jul-2020,23-Jul-2021,2015111549361936419545
249,249,ALL JORD TIRE SUPPLY CORPORATION,Corporation,25-Feb-2014,Platinum,Active,05-Aug-2020,16-Aug-2021,201402949992028342769
250,250,AZIACARE MEDICAL TRADING AND SERVICES,Single Proprietorship,30-Oct-2014,Platinum,Active,23-Jul-2020,23-Jul-2021,2014101185441016917860
251,251,"ENTERPRISE CAR LEASE PHILIPPINES, INC. (FORMERLY NISSAN CARLEASE PHILIPPINES, INC.)",Corporation,21-Mar-2003,Platinum,Active,04-Aug-2020,04-Aug-2021,20030315391013454589
252,252,RFY MARKETING,Single Proprietorship,25-Jan-2016,Platinum,Active,22-Jul-2020,22-Jul-2021,2016011597181938734684
253,253,"EURO-PACIFIC HEALTH CARE DISTRIBUTOR, INC.",Corporation,14-Apr-2004,Platinum,Active,22-Jul-2020,22-Jul-2021,2004043766174298564
254,254,ARYA'S PAPERTY GENERAL MERCHANDISE,Single Proprietorship,01-Jul-2020,Platinum,Active,22-Jul-2020,22-Jul-2021,2020072197941858266869
255,255,JOANA TOOLS AND GENERAL MERCHANDISE,Single Proprietorship,03-Jul-2014,Platinum,Active,22-Jul-2020,22-Jul-2021,2014071069691204112523
256,256,GICMAG TRADING,Single Proprietorship,02-Apr-2002,Platinum,Active,24-Jul-2020,24-Jul-2021,20020415834290161938
257,257,BALAI GLORIA,Single Proprietorship,21-Jun-2016,Platinum,Active,23-Jul-2020,23-Jul-2021,201606174929428573697
258,258,RIGHT ANCHOR CONSTRUCTION,Single Proprietorship,04-Dec-2014,Platinum,Active,23-Jul-2020,23-Jul-2021,201412121623758850135
259,259,KYMEARL CONSTRUCTION SUPPLY,Single Proprietorship,04-Oct-2013,Platinum,Active,23-Jul-2020,23-Jul-2021,201310840601550425077
260,260,GARCIA CONSTRUCTION SUPPLIES TRADING,Single Proprietorship,07-Jun-2019,Platinum,Active,22-Jul-2020,22-Jul-2021,20190639366760113132
261,261,"LUKBAN TELEPHONE SYSTEM, INC. (LUKTEL)",Corporation,27-Jul-2015,Platinum,Active,23-Jul-2020,23-Jul-2021,2015071432261670247870
262,262,METRO PLAZA (ZAMBOANGA) THE APPLIANCE CENTER CORPORATION,Corporation,03-Apr-2007,Platinum,Active,23-Jul-2020,23-Jul-2021,200704133771915843386
263,263,ASSOCIATED PEST CONTROL & WOOD PRESERVING,Single Proprietorship,04-Feb-2004,Platinum,Active,22-Jul-2020,22-Jul-2021,20040221533438263203
264,264,ASIATIC TRADING CORPORATION,Corporation,03-Apr-2007,Platinum,Active,23-Jul-2020,23-Jul-2021,200704133741951431286
265,265,QUATRO AMIGOS BUILDERS & SUPPLY,Single Proprietorship,07-Apr-2014,Platinum,Active,03-Aug-2020,03-Aug-2021,20140498952439001151
266,266,VASTCON ASIA CONSTRUCTION INC,Corporation,08-Aug-2016,Platinum,Active,24-Jul-2020,24-Jul-2021,20160818054188920290
267,267,WYN POWER CORPORATION,Corporation,28-Apr-2014,Platinum,Active,28-Jul-2020,17-Aug-2021,2014041006011660699259
268,268,VILLACASTIN CATERING SERVICES,Single Proprietorship,19-Oct-2016,Platinum,Active,24-Jul-2020,26-Jul-2021,201610189241499188230
269,269,BOWMAN TECHNOLOGIES INC. (FORMERLY: HULS TECHNOLOGIESPHILIPPINES INC.),Corporation,24-Dec-2013,Platinum,Active,23-Jul-2020,22-Aug-2021,201312899791247131039
270,270,RCE CONSTRUCTION,Single Proprietorship,27-Jun-2008,Platinum,Active,23-Jul-2020,23-Jul-2021,200806212211535206227
271,271,R AND W ENTERPRISES,Single Proprietorship,06-Jun-2016,Platinum,Active,21-Jul-2020,21-Jul-2021,2016061729982076962270
272,272,VICENTE ENTERPRISES,Single Proprietorship,20-May-2005,Platinum,Active,22-Jul-2020,22-Jul-2021,20050573862080017605
273,273,TOP AUTO SUPPLY AND ENTERPRISES,Single Proprietorship,08-Jan-2014,Platinum,Active,22-Jul-2020,22-Jul-2021,20140190559859943186
274,274,EMVERLY ENTERPRISES,Single Proprietorship,17-Mar-2017,Platinum,Active,22-Jul-2020,19-Aug-2021,2017031727581470430272
275,275,"AAY GENERAL MERCHANDISE, INC.",Corporation,05-Jan-2016,Platinum,Active,22-Jul-2020,22-Jul-2021,201601157679164764195
276,276,"GALAXY MOTOR PARTS/CHASCO, INC.",Corporation,17-Jan-2017,Platinum,Active,22-Jul-2020,05-Sep-2021,201701185479546157740
277,277,C.L.ENTERPRISE,Single Proprietorship,16-Jul-2016,Platinum,Active,24-Jul-2020,28-Jul-2021,201607177645458201685
278,278,"BEST OPTION INVESTIGATION & SECURITY SERVICES, INC.",Corporation,21-Oct-2004,Platinum,Active,24-Jul-2020,24-Jul-2021,2004105476290325894
279,279,PRIMARCH BUILDERS,Single Proprietorship,07-Apr-2015,Platinum,Active,23-Jul-2020,26-Jul-2021,2015041320851317123711
280,280,RODERIC'S ENTERPRISES,Single Proprietorship,10-Feb-2006,Platinum,Active,22-Jul-2020,25-Jul-2021,20060294272085039840
281,281,RIAN LUMBER,Single Proprietorship,05-Mar-2013,Platinum,Active,22-Jul-2020,22-Jul-2021,201303673311136432798
282,282,ONE LILAC GENERAL MERCHANDISE,Single Proprietorship,14-Apr-2015,Platinum,Active,22-Jul-2020,22-Jul-2021,2015041327581780838189
283,283,JVC PETRON SERVICE STATION,Single Proprietorship,30-Jul-2017,Platinum,Active,22-Jul-2020,22-Jul-2021,201707148414684653505
284,284,N. PACER HARDWARE AND CONSTRUCTION SERVICES,Single Proprietorship,06-Dec-2012,Platinum,Active,22-Jul-2020,22-Jul-2021,201212630021662125772
285,285,"DREAMBUILD CONSTRUCTION, INC.",Corporation,15-Jul-2019,Platinum,Active,22-Jul-2020,30-Jul-2021,201907329611726607407
286,286,CDMED PHARMACEUTICAL AND MEDICAL SUPPLY,Single Proprietorship,30-Sep-2014,Platinum,Active,23-Jul-2020,13-Aug-2021,201409115597955463962
287,287,LINEAGE VALUATION AND ALLIED SERVICES CORPORATION,Corporation,17-Feb-2012,Platinum,Active,27-Jul-2020,02-Aug-2021,201202487571944357539
288,288,NES-SAN BUILDERS,Single Proprietorship,29-Jun-2005,Platinum,Active,23-Jul-2020,23-Jul-2021,20050677121303849936
289,289,"NEXTMED PHARMA, INC.",Corporation,24-Sep-2015,Platinum,Active,22-Jul-2020,22-Jul-2021,2015091493861961791502
290,290,ROYAL JAMES TRADING AND GENERAL MERCHANDISE,Single Proprietorship,15-Oct-2004,Platinum,Active,22-Jul-2020,22-Jul-2021,2004105423571213173
291,291,YINGFA TRADING,Single Proprietorship,30-Jul-2018,Platinum,Active,22-Jul-2020,22-Jul-2021,20180786928338476058
292,292,"PENHAUS (ZAMBOANGA), INC.",Corporation,03-Apr-2007,Platinum,Active,23-Jul-2020,23-Jul-2021,200704133791848915469
293,293,MACARTHUS SECURITY SERVICES,Single Proprietorship,10-Feb-2016,Platinum,Active,10-Aug-2020,16-Aug-2021,2016021614392057446252
294,294,SLDM ENTERPRISES,Single Proprietorship,26-Jan-2017,Platinum,Active,24-Jul-2020,24-Jul-2021,201701183907324865726
295,295,JR AND KD PRINCE ENTERPRISES,Single Proprietorship,27-Jan-2014,Platinum,Active,22-Jul-2020,13-Sep-2021,201401920671655037167
296,296,"SUNDRAGON SALES, INC.",Corporation,25-Nov-2016,Platinum,Active,23-Jul-2020,16-Aug-2021,201611192131264516810
297,297,JOHNVER TRADING,Single Proprietorship,12-Jul-2013,Platinum,Active,23-Jul-2020,25-Jul-2021,201307763891831006038
298,298,DELAC ENTERPRISES,Single Proprietorship,12-Jul-2012,Platinum,Active,22-Jul-2020,22-Jul-2021,201207558351819666980
299,299,JOCED ENTERPRISE,Single Proprietorship,27-Nov-2003,Platinum,Active,22-Jul-2020,22-Jul-2021,2003112093305651392
300,300,ICLICK SOLUTIONS,Single Proprietorship,12-Sep-2013,Platinum,Active,22-Jul-2020,22-Jul-2021,201309819762052481841
301,301,GEODESY ENGINEERING SERVICES,Single Proprietorship,01-Jul-2020,Platinum,Active,22-Jul-2020,22-Jul-2021,2020072197311967332280
302,302,D'CONNER PHARMA,Single Proprietorship,28-May-2012,Platinum,Active,23-Jul-2020,23-Jul-2021,201205535062099159604
303,303,ASIAN CRUISE CATERING AND FOOD SERVICE,Single Proprietorship,18-Apr-2012,Platinum,Active,22-Jul-2020,22-Jul-2021,201204518461691734178
304,304,GLAN COMMERCIAL,Single Proprietorship,11-Mar-2015,Platinum,Active,22-Jul-2020,13-Aug-2021,2015031294902138985777
305,305,ATOMIC STAR NEWS PUBLISHING AND PRINTING SERVICES,Single Proprietorship,25-Feb-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,201402949826903822
306,306,DBA TRADERS & INDUSTRIAL WORKS,Single Proprietorship,29-May-2014,Platinum,Active,22-Jul-2020,22-Jul-2021,201405103360680992311
307,307,EBT BUILDERS,Single Proprietorship,10-Dec-2009,Platinum,Active,22-Jul-2020,30-Jul-2021,200912300291249373040
308,308,JCG INDUSTRIAL TECHNOLOGIES,Single Proprietorship,26-Jan-2015,Platinum,Active,28-Jul-2020,06-Aug-2021,201501124564900441879
309,309,C.P.A. INTERIORS,Single Proprietorship,09-Feb-2009,Platinum,Active,22-Jul-2020,22-Jul-2021,200902246121989166772
310,310,GOLDEN EAST ADS & PROMO EVENTS,Single Proprietorship,30-Jul-2018,Platinum,Active,22-Jul-2020,22-Jul-2021,201807869301361669112
311,311,"TOYOTA NUEVA ECIJA, INC.",Corporation,22-Jan-2019,Platinum,Active,29-Jul-2020,29-Jul-2021,201901590101353405698
312,312,HOMER ENTERPRISES,Single Proprietorship,17-Jun-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,20190638118187735769
313,313,RC CORTES ENGINEERING SERVICES,Single Proprietorship,27-May-2019,Platinum,Active,22-Jul-2020,22-Jul-2021,201905410061211090279
314,314,VMJ OFFICE N' HOME FURNISHING,Single Proprietorship,08-Sep-2016,Platinum,Active,24-Jul-2020,26-Jul-2021,201609184438894443763
315,315,MEDTRENDS DISTRIBUTORS CORP.,Corporation,11-Oct-2018,Platinum,Active,23-Jul-2020,23-Jul-2021,20181073419593437564
316,316,"TRACERLINE TECHNOLOGIES, INC.",Corporation,09-Mar-2011,Platinum,Active,12-Aug-2020,12-Aug-2021,201103393311275375502
317,317,ELM INDUSTRIAL SALES,Single Proprietorship,18-May-2007,Platinum,Active,22-Jul-2020,22-Jul-2021,20070513713809649064
318,318,GTM BUILDERS AND SUPPLY,Single Proprietorship,03-Jun-2013,Platinum,Active,22-Jul-2020,22-Jul-2021,201306732491914649950
319,319,ARSHI AUTO AIRCONDITIONING SPECIALIST AND AUTO REPAIR SHOP,Single Proprietorship,06-Sep-2013,Platinum,Active,24-Jul-2020,24-Jul-2021,20130981363113809219
320,320,HEROHUB SOLUTIONS INC.,Corporation,30-Jan-2020,Platinum,Active,24-Jul-2020,24-Jul-2021,2020012090791594279299
321,321,LA FHANG RESTO GRILL,Single Proprietorship,18-May-2016,Platinum,Active,22-Jul-2020,22-Jul-2021,2016051713211666381907
322,322,CARLO AND ZACH'S GENERAL MERCHANDISE,Single Proprietorship,18-Apr-2013,Platinum,Active,30-Jul-2020,07-Aug-2021,201304701621032123320
323,323,KULAT CONSTRUCTION,Single Proprietorship,13-Jun-2019,Platinum,Active,22-Jul-2020,22-Jul-2021,201906386302064771559
324,324,"108 GENERAL BUILDERS, INC.",Corporation,27-Jun-2013,Platinum,Active,28-Jul-2020,28-Jul-2021,20130675145179654643
325,325,XANDRIX BUILDERS,Single Proprietorship,20-Dec-2017,Platinum,Active,22-Jul-2020,22-Jul-2021,201712122586753138117
326,326,ALPHANET GENERAL MERCHANDISE,Single Proprietorship,07-Mar-2012,Platinum,Active,22-Jul-2020,22-Jul-2021,201203498481733359263
327,327,HOTEL SUPREME,Single Proprietorship,24-Jan-2007,Platinum,Active,24-Jul-2020,24-Jul-2021,20070112304823795524
328,328,VIRINA INDUSTRIES,Single Proprietorship,03-May-2017,Platinum,Active,24-Jul-2020,24-Jul-2021,2017051645501628395186
329,329,PLY AWAY CONSTRUCTION SERVICES,Single Proprietorship,07-Jul-2020,Platinum,Active,05-Aug-2020,05-Aug-2021,2020072202402122775175
330,330,GORILLA TRADING,Single Proprietorship,24-Aug-2009,Platinum,Active,22-Jul-2020,22-Jul-2021,200908282921401799587
331,331,JAV SERVICES AND TRADING CORPORATION,Corporation,08-Jul-2019,Platinum,Active,29-Jul-2020,29-Jul-2021,20190734430152608848
332,332,MANINDRA AUTO CORP.,Corporation,07-Aug-2015,Platinum,Active,22-Jul-2020,22-Jul-2021,2015081445621885561468
333,333,AJ SOFTDRIVE INTERNET CAFE & COMPUTER STUDIO,Single Proprietorship,21-Aug-2008,Platinum,Active,22-Jul-2020,09-Aug-2021,20080822055683021889
334,334,AUTOMATED TECHNOLOGIES INC.,Corporation,13-Mar-2007,Platinum,Active,22-Jul-2020,22-Jul-2021,20070313138706237801
335,335,HEREFOLD BUILDERS & CONSTRUCTION SUPPLY,Single Proprietorship,03-Jan-2006,Platinum,Active,28-Jul-2020,31-Jul-2021,20060190681770852375
336,336,JEORGIAMED INC,Corporation,22-May-2017,Platinum,Active,27-Jul-2020,27-Jul-2021,2017051614561949849494
337,337,BELL & HOWELL CONSTRUCTION,Single Proprietorship,05-Feb-2009,Platinum,Active,22-Jul-2020,01-Aug-2021,200902245371688892833
338,338,RIZAL QUALITY MACHINERY & GENERAL MERCHANDISE CO.,Partnership,12-Feb-2015,Platinum,Active,23-Jul-2020,23-Jul-2021,201502126661688228756
339,339,MARYBELLE ACOB TULLAO TRADING,Single Proprietorship,16-Nov-2012,Platinum,Active,28-Jul-2020,28-Jul-2021,20121162047804007454
340,340,DRAGON TWELVE BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,30-Sep-2015,Platinum,Active,23-Jul-2020,29-Jul-2021,201509149984499330070
341,341,ITAWES MANPOWER SERVICES,Corporation,19-Feb-2016,Platinum,Active,22-Jul-2020,22-Jul-2021,201602162574256285336
342,342,SUNSMART SOLAR POWER TECHNOLOGY INC.,Corporation,02-Apr-2019,Platinum,Active,23-Jul-2020,23-Jul-2021,201904477421204074501
343,343,DRANJ ENTERPRISES,Single Proprietorship,17-May-2018,Platinum,Active,22-Jul-2020,22-Jul-2021,201805994701718812585
344,344,JFJ MOVERS ENTERPRISE,Single Proprietorship,07-May-2018,Platinum,Active,24-Jul-2020,24-Jul-2021,2018051008551440568154
345,345,ML_BUILDERS INC.,Corporation,31-Mar-2014,Platinum,Active,22-Jul-2020,22-Jul-2021,201403982321793203768
346,346,MICRO-POWER TRADING,Single Proprietorship,26-Jan-2015,Platinum,Active,22-Jul-2020,22-Jul-2021,2015011244522057090866
