Procuring Entity name,Edited Start Date,Amount Awarded
Department of Labor and Employment Regional Office No. VIII,2020-04-20,9750000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-13,9720000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-17,9720000.0
Province of Antique,2020-05-21,9668100.0
City Government of Taguig,2020-04-13,9625000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,9597060.0
Provincial Government of Aklan,2020-05-19,9570000.0
Provincial Government of Batangas,2020-06-10,9519994.5
Davao City Water District,2020-05-20,9500000.0
City of Bogo,2020-05-20,9498700.0
City Government of Taguig,2020-04-01,9430000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-02,9300000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,9296040.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,9247080.0
City Government of Butuan,2020-05-18,9232600.0
Department of Health,2020-04-15,9200000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,9176329.33
Provincial Government of Batangas,2020-06-20,9166852.75
Department of Labor and Employment Regional Office No. VIII,2020-05-15,9120000.0
LOCAL GOVERNMENT UNIT OF TITAY,2020-05-25,9099200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,9048200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-30,9018000.0
CITY GOVERNMENT OF PUERTO PRINCESA,2020-05-26,9000000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,9000000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,9000000.0
LGU,2020-04-20,8998000.0
LGU,2020-04-20,8998000.0
CITY GOVERNMENT OF PUERTO PRINCESA,2020-04-24,8906200.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-06,8901661.0
The Provincial Government of Catanduanes,2020-04-15,8892400.0
Department of Labor and Employment Regional Office No. VIII,2020-03-27,8870000.0
Department of Agriculture RFO 5,2020-05-08,8813237.0
MUNICIPALITY OF MAGALANG,2020-04-13,8800000.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FO V,2020-04-22,8775000.0
Department of Agriculture RFO 5,2020-05-25,8753249.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-25,8750000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-29,8750000.0
Department of Agriculture RFO 8,2020-05-10,8711800.0
Bureau of Corrections-NBP,2020-04-18,8705626.0
City Government of Tacurong,2020-05-04,8677000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,8625000.0
Talavera General Hospital,2020-06-22,8620000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,8595050.0
City Government of Butuan,2020-05-18,8576000.0
City Government of Antipolo,2020-06-19,8553680.0
City Government of Antipolo,2020-06-18,8550000.0
CITY GOVERNMENT OF CABUYAO,2020-05-15,8542750.0
Department of Agriculture - Central Office,2020-05-15,8508500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,8503380.83
MUNICIPALITY OF ALFONSO,2020-03-24,8500000.0
LGU-Pinamalayan,2020-05-11,8500000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,8500000.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-05-05,8499950.0
LOCAL GOVERNMENT UNIT-SAN DIONISIO,2020-04-24,8489600.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,8480000.0
Cebu City Government,2020-03-26,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,8400000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-13,8400000.0
Rizal Provincial Government,2020-05-27,8360000.0
Municipal Government of Nagcarlan,2020-05-08,8350326.5
Department of Labor and Employment Regional Office No. VIII,2020-05-13,8281685.0
Provincial Government of Pangasinan,2020-05-22,8277000.0
BATANGAS MEDICAL CENTER,2020-05-11,8251488.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,8225000.0
Municipality of Tabuelan,2020-04-27,8180000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,8091659.76
Department of Labor and Employment Regional Office No. VIII,2020-05-18,8047800.0
City Government of Santa Rosa,2020-04-28,8000000.0
Municipality of Santa Catalina,2020-05-19,7999950.0
LGU- CLAVER,2020-05-06,7968000.0
LOCAL GOVERNMENT UNIT OF ATIMONAN,2020-04-29,7940000.0
Municipality of Pagbilao,2020-05-05,7933995.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,7929761.04
Local Government Unit - Baao,2020-04-14,7920000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,7910000.0
PROVINCIAL GOVERNMENT OF SURIGAO DEL NORTE,2020-06-22,7903760.0
Provincial Government of Batangas,2020-06-23,7900000.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-05-08,7875000.0
Bureau of Corrections-NBP,2020-04-21,7859200.0
Municipality of Alaminos Laguna,2020-04-21,7854000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,7829600.0
Southern Philippines Medical Center,2020-06-18,7800000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-18,7800000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-18,7800000.0
MUNICIPAL GOVERNMENT OF MARAMAG,2020-04-17,7795000.0
Provincial Government of Bulacan,2020-06-02,7793950.0
PROVINCIAL GOVERNMENT OF SURIGAO DEL NORTE,2020-06-08,7755000.0
Department of Agriculture RFO 8,2020-05-10,7740000.0
San Lazaro Hospital,2020-06-23,7600000.0
LGU-Olongapo City,2020-04-23,7600000.0
DEPARTMENT OF AGRICULTURE REGIONAL FIELD OFFICE 1,2020-05-14,7600000.0
Provincial Government of Pangasinan,2020-06-18,7560000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,7532000.0
LGU DATU PAGLAS,2020-04-20,7525000.0
Land Transportation Office - Central Office,2020-06-23,7521920.0
Department of Agriculture Regional Field Office 10,2020-05-18,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-23,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,7500000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,7499000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-08,7492800.0
PROVINCIAL GOVERNEMNT OF AKLAN,2020-06-11,7485210.07
PROVINCIAL GOVERNEMNT OF AKLAN,2020-06-11,7485210.07
LOCAL GOVERNMENT OF SAN LUIS,2020-06-03,7431750.0
MUNICIPAL GOVERNMENT OF SUAL,2020-05-13,7420400.0
Department of Labor and Employment Regional Office No. VIII,2020-07-21,7388078.27
LUIS HORA MEMORIAL REGIONAL HOSPITAL,2020-06-22,7380000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,7374400.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,7364107.78
Department of Labor and Employment Regional Office No. VIII,2020-06-05,7361150.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,7360483.2
LGU OZAMIZ CITY,2020-05-22,7355200.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,7350000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-02,7322200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,7318671.75
CAGAYAN VALLEY MEDICAL CENTER,2020-06-03,7300000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,7281525.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-19,7276800.0
MUNICIPALITY OF BADIAN,2020-04-15,7232000.0
Local Government Unit of Tampilisan,2020-04-20,7209551.7
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-21,7200000.0
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-20,7200000.0
City Government of Butuan,2020-05-16,7111738.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,7100841.0
Department of Health Center for Health Development,2020-06-23,7100000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,7050000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,7020000.0
Municipality of Guimba,2020-04-22,7011000.0
Local Government Unit of Buug,2020-05-19,7000000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-07,7000000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-09,7000000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-02,6997077.29
MUNICIPALITY OF BINMALEY,2020-04-27,6981680.0
Department of Agriculture RFO 5,2020-05-20,6963607.0
Department of Agriculture RFO 5,2020-05-20,6960000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-04,6940000.0
LUIS HORA MEMORIAL REGIONAL HOSPITAL,2020-05-18,6900000.0
CITY GOVERNMENT OF PUERTO PRINCESA,2020-04-21,6900000.0
LUNG CENTER OF THE PHILIPPINES,2020-07-10,6880000.0
LGU SAN ISIDRO,2020-04-30,6841150.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,6839000.0
Department of Agriculture RFO 5,2020-05-20,6820800.0
LGU Tagbilaran City,2020-04-20,6819450.0
Department of Labor and Employment Regional Office No. VIII,2020-04-15,6803720.0
LGU- San Nicolas,2020-05-07,6782993.2
Department of Agriculture RFO 8,2020-05-10,6777288.0
Local Government Unit of New Bataan,2020-05-12,6777000.0
Department of Agriculture RFO 8,2020-05-10,6759932.4
Department of Agriculture RFO 8,2020-05-10,6759932.4
Department of Agriculture RFO 8,2020-05-10,6757296.0
Department of Agriculture RFO 8,2020-05-10,6757296.0
Department of Agriculture RFO 8,2020-05-05,6757296.0
Department of Agriculture RFO 8,2020-05-10,6753240.0
Rizal Provincial Government,2020-05-27,6750000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,6750000.0
Province of Antique,2020-05-12,6749980.0
Department of Health - Center for Health Development I,2020-06-25,6730000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,6667634.5
Department of Labor and Employment Regional Office No. VIII,2020-04-30,6630000.0
Southern Philippines Medical Center,2020-04-29,6600000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,6600000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,6585000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-26,6581120.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,6570000.0
Local Government Unit - Santa Rosa,2020-05-08,6567130.0
Jorome,2020-05-05,6565680.0
Municipality of Naujan,2020-05-20,6564830.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-12,6500000.0
Provincial Government of Pangasinan,2020-05-07,6500000.0
Baguio General Hospital and Medical Center,2020-05-14,6451200.0
Department of Agriculture RFO 5,2020-05-25,6389600.0
Department of Labor and Employment Regional Office No. VIII,2020-07-03,6356475.0
Provincial Government of Apayao,2020-06-09,6340100.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,6325000.0
Tondo Medical Center,2020-06-19,6300000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,6300000.0
Bureau of Corrections-NBP,2020-03-16,6281960.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,6276528.0
LGU Bagac,2020-04-17,6272700.0
LGU TOBIAS FORNIER,2020-05-26,6264520.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,6257676.0
Provincial Government of Bulacan,2020-05-07,6250000.0
Provincial Government of Bulacan,2020-04-03,6250000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,6250000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-25,6250000.0
LGU Tagbilaran City,2020-06-11,6250000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,6234400.0
City Government of Santa Rosa,2020-05-27,6222185.0
Jose R. Reyes Memorial Medical Center,2020-07-01,6199000.0
LGU-Mabinay,2020-05-18,6198981.23
Department of Labor and Employment Regional Office No. VIII,2020-04-24,6180000.0
MUNICIPALITY OF MOLAVE,2020-06-02,6160000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,6160000.0
MUNICIPALITY OF CARMEN,2020-05-21,6159021.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,6154189.04
Department of Labor and Employment Regional Office No. VIII,2020-03-24,6150000.0
Provincial Government of Nueva Ecija,2020-05-04,6148783.5
Rizal Provincial Government,2020-06-19,6140000.0
LGU DAGUPAN CITY,2020-03-31,6117100.0
Department of Labor and Employment Regional Office No. VIII,2020-03-21,6080230.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,6080000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-01,6063000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-02,6060000.0
Provincial Government of Bulacan,2020-05-07,6027342.72
LGU DAGUPAN CITY,2020-04-07,6015175.0
Province of Antique,2020-05-08,6000000.0
Davao City Water District,2020-05-01,6000000.0
Baguio General Hospital and Medical Center,2020-05-07,6000000.0
Baguio General Hospital and Medical Center,2020-05-28,6000000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,6000000.0
BATANGAS MEDICAL CENTER,2020-07-06,5999999.0
Department of Labor and Employment Regional Office No. VIII,2020-05-01,5999996.15
Department of Labor and Employment Regional Office No. VIII,2020-04-01,5998787.31
Department of Labor and Employment Regional Office No. VIII,2020-04-23,5990000.0
Provincial Government of Bulacan,2020-05-19,5973490.0
Provincial Government of Batangas,2020-04-28,5962376.48
CITY GOVERNMENT OF CABUYAO,2020-05-13,5961500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,5950000.0
University of the Philippines Los Baños,2020-05-18,5935656.0
Department of Labor and Employment Regional Office No. VIII,2020-04-03,5928000.0
Provincial Government of Batangas,2020-06-17,5910000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-11,5900000.0
City Government of Taguig,2020-03-13,5880000.0
Municipal Government of Tadian,2020-06-24,5874239.93
Department of Labor and Employment Regional Office No. VIII,2020-06-18,5865000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,5865000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-20,5850000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,5850000.0
Provincial Government of Batangas,2020-06-18,5847659.0
Local Government Unit of Cabanatuan City,2020-04-24,5832000.0
Municipality of Valencia,2020-05-12,5819000.0
MUNICIPALITY OF LAUA-AN,2020-05-13,5805145.0
Rizal Provincial Government,2020-06-04,5800000.0
City Government of Butuan,2020-05-18,5798700.0
