Name Of Awarded Company,Amount Awarded
"NPK Medical Trading, Inc.",6566000.0
ZUELLIG PHARMA CORPORATION,6543200.0
STA. ANA HEALTHCARE PLUS CORPORATION (SAHPC),6500000.0
Dryws Enterprises,6495330.7
LVS COMMERCIAL,6459211.5
EFG MED DISTRIBUTOR,6437200.0
AVE DRUG,6412176.0
GT MARKETS CORPORATION,6410100.0
"METROTRADE MARKETING AND DISTRIBUTOR, INC.",6369500.0
FLORY & BERNIE RICE TRADING,6360750.0
MAC TYCOON MARKETING,6329800.0
Prime Luck Enterprises,6325000.0
Variance Trading Corp.,6325000.0
Procurement Service,6314761.33
Tabaco American Grocery Inc.,6312920.0
JUNIELVS FARM AND AGRIVET SUPPLIES,6300000.0
K101 Pharma,6274000.0
E.I Marketing,6264520.0
Bigfoot Construction and Supply,6198981.23
MACKYâ€™S CARINDERIA AND CATERING SERVICES,6181030.0
Pro-life Healthcare System Corp.,6160000.0
SUNTECH TRADING & MARKETING,6157000.0
"STO. ROSARIO MEDICAL SUPPLY AND EQUIPMENT, INC.",6148783.5
Random Builders,6135841.4
RJMQ Trading,6130200.0
JEREKO'S CATERING,6117100.0
"Central Isulan, MPC",6080000.0
FARMON GRAINS AND GREENS,6067440.0
PRO-LIFE HEALTHCARE SYSTEMS CORP.,6063000.0
AC3J CORPORATION,6051884.1
"RBGM MEDICAL EXPRESS SALES, INC.",6025800.0
TESORO Enterprises,6015140.0
"NPK Medical Trading Inc.,",6000000.0
"Assurance Control Technologies Co., Inc.",6000000.0
CELIS BEACH RESORT HOTEL,6000000.0
TOUCHSTAR ENTERPRISES,5999999.0
MARILAG RICEMILL,5999400.0
E. G. & I Construction Corporation,5998999.960000001
Rubiel Stationery & Gen. Mdse.,5998787.31
JEM & FERDS GEN. MERCHANDIZE,5990000.0
Organic Artisan Lab Corp,5957000.0
HEALTH OPTIONS ENTERPRISES,5934549.0
Great Swiss Metal Builders Corp.,5910000.0
"BIOSYN HEALTHCARE SYSTEMS, INC.",5900000.0
WWW.CONSTRUCTION,5874239.93
D V CABATINGAN RICE TRADING,5865000.0
FNC TRADING & RICEMILL / FEDERICO A. CUBRADO,5819000.0
"ARRIANNE MERCHANDISING AND CONSTRUCTION SERVICES, INC.",5805145.0
MRL CYBERTEC CORP,5800350.0
MC JADE MART,5779732.0
Southside Biomedical Sales and Services Co. Ltd.,5775000.0
"Grepcor Diamonde, Inc.",5750000.0
"Agape Commercial, Agusan del Sur",5744800.0
V8 HARDWARE AUTO SUPPLY & GENERAL MERCHANDISE,5736250.0
SURGICO PHILIPPINES INC.,5730000.0
Zuellig Pharma Corporation,5723630.8
Angelson Store,5713325.190000001
DJLMBR RICE AND POULTRY SUPPLY,5700000.0
Agrigrowth International Corp,5697720.0
KOMODO DRAGON BUILDERS & SUPPLIES,5690680.0
Office Options,5665000.0
MAGGOT PHARMA TRADING,5661877.0
Ateliers Artea Worldwide Inc.,5642560.0
CHELEBET STORE,5640262.0
DONGKIE RICE AND CORN DEALER,5638875.0
METROTRADE MARKETING AND DISTRIBUTION INC.,5618000.0
LOVMIA MARKETING,5611970.0
ALLIED HOSPITAL SUPPLY INTERNATIONAL CORPORATION,5602060.0
Keisha Trading,5600000.0
"CSI WAREHOUSE CLUB, INC.",5592655.0
ISABELA GRAINS PRODUCTION & MARKETING COOPERATIVE,5555000.0
Isabela Grains Production & Marketing Cooperative,5555000.0
NATIONAL FOOD AUTHORITY - ILOILO,5550000.0
Fit Pharma Incorporated,5545200.0
Medshield Pharma Corp.,5542658.0
RCV ENTERPRISE,5541369.0
"VIRGINIA FOOD, INC.",5530896.0
OLYMPIA E. CORPUZ ENT.,5514225.0
Oxytec Solutions Inc.,5500000.0
Pacing and Raul Store,5482500.0
PACIFIC GRAIN AND FERTILIZER TRADING,5467830.5
Philippine Red Cross,5462000.0
Prolife Healthcare System Corp,5462000.0
MRE STORE,5449992.0
Xaviery's Enterprises,5448250.0
Xamax General Merchandise,5435000.0
F&A Schools & Office Supplies Enterprises,5434820.0
AKZ CONSTRUCTION TRADING,5424563.83
PHIL-DRUG Distributor,5400000.0
BLU ENTERPRISES,5385000.0
O.J.G.C. Enterprises,5380000.0
JJKHALID DRUG DISTRIBUTOR,5344714.0
Philippine Telegraph and Telephone Corporation,5320000.0
JOHANN'S GENERAL MERCHANDISE,5309750.0
JB LORESCO RICE AND POULTRY SUPPLY,5289600.0
F.E.G GENERAL MERCHANDISE,5278021.0
AJ GENERAL MERCHANDISE,5251620.0
Jhonny Tampakan Store,5250000.0
RITE-TECH MARKETING,5245000.0
ALARCON CATERING SERVICES,5226800.0
BIOSYN HEALTHCARE SYSTEMS INC.,5200000.0
"FERNANDO MEDICAL ENTERPRISES, INC.",5200000.0
G&C Yason General Merchandise,5198475.0
DUOMEDICS Enterprises,5195400.0
SAMARAN GRAINS AND MERCHANDISE,5193000.0
Country Rice Mill and Trading Corporation,5187000.0
Faye and Sam General Merchandise,5181750.0
SJ MARKETING,5175000.0
3A Rice & Corn Mill,5175000.0
"TOYOTA CAGAYAN DE ORO, INC.",5168034.0
"FMN Agricultural Supply, Inc.",5164600.0
Red Table Food Services,5154950.0
"Diamondsphere, Inc.",5149803.5
"MEDICAL TEST SYSTEMS, INC.",5144546.0
HLYC TRADING,5141334.7
Red Rock General Merchandise,5141206.0
F.P. Perez Minimart,5136866.0
Marcela A. Pagsolingan,5097335.0
Sedsan Commercial,5094430.0
"Philippine Airlines, Inc.",5093950.0
Farmacia Sheena,5089870.0
"Metro Drug, Inc.",5081044.0
DYNAMED HEALTHCARE INC.,5075000.0
JAL Rice Store,5063500.0
Metro Regency Innovation Inc.,5062228.0
MED PLUS ENTERPRISES,5040000.0
KINGSTAR PHARMA,5025550.0
Joel L. Mabalot,5020000.0
B-Shine Pharma,5019150.99
EYLAK TRADING,5012283.8
Elan Vita Diagnostic Solutions,5010000.0
Archipelago Philippines Ferries Corp.,5000000.0
NFA - Kidapawan City,5000000.0
"FERNANDO MEDICAL ENTERPRISES, INC",5000000.0
"National Food Authority, Jaro, Iloilo City",5000000.0
"MEDICOTEK, INC",5000000.0
"LongPing Tropical Rice Dev't., Inc.",4999000.0
CLV Grocery,4997865.0
ILOILO IZEEM COMMERCIAL,4994241.5
Wilmyr General Merchandise II,4987040.0
Meet to U Trading and General Merchandise,4977410.0
PRO-LIFE HEALTHCARE SYSTEM CORPORATION,4945800.0
AMI EQUIPMENT SERVICE & SOLUTIONS INC.,4945000.0
"JHG TRADING INC.,",4932964.0
MECH-AIR SYSTEMS CORPORATION,4922716.460000001
Greenland Agri-Business Trading,4908210.0
"Felines Gift Shop, Inc.",4906360.0
DYNAMED HEALTHCARE INCORPORATED,4904600.0
EVL DUQUEMARKETING,4900000.0
Jacqueline Flores Rice Retailing,4898000.0
"WORKSITE TECHNOLOGY SERVICES, INC.",4894000.0
"GAKKEN PHILIPPINES, INC.",4887777.77
"Dacworks United, Inc.",4878650.0
BT Grains and Agro Corporation,4875000.0
PADRINO GENERAL MERCHANDIS,4867499.0
PROCUREMENT SERVICE,4863281.2
TABINGO STORE,4863069.62
ERS Enterprises,4861140.0
San Mariano Primary Multipurpose Cooperative,4859000.0
PLANTERS' TRADING & AGRO SERVICES,4840628.8
"People's Officials, Employess and Community MPC",4830000.0
A.P.E.A. General Merchandise,4826592.0
Negros Agrivert Supply,4822700.0
ZEPHANIAH MEDLAB SUPPLIES AND EQUIPMENTS,4819500.0
MEET TO U TRADING AND GENERAL MERCHANDISE,4807000.0
R2D2 TRADING,4806500.0
The Vine Holistic Medical Aesthetics & Spa,4806000.0
Apex Grains Endeavor Inc.,4800000.0
Vesric Enterprises,4800000.0
"IDS Medical Systems Philippines,Inc",4800000.0
Kairos Pharma-Medical Supplies and Equipment,4775120.0
Dane Degala Castillo,4763836.25
GREATWALL SUPERMART,4756662.0
Ariel Sari-Sari Store,4756600.0
STM Drug Mart,4751511.2
Labsolution Technologies Inc,4750000.0
Pharmastar Int'l Trading Corp.,4750000.0
"Happy Enterprises and Resources, Inc.",4716536.0
LIAHNNE FROZEN FOODS,4670400.0
RXCAREMED ENTERPRISES,4643095.0
National Food Authority - Aurora,4641250.0
MD DE DIOS GENERAL MERCHANDISE,4638000.0
Vincare Pharma,4637000.0
Megila Construction Development & Supply,4630000.0
Zymed Medical Distributor,4625000.0
PETAL TRADING & SERVICES,4620000.0
JRA MEDICAL SUPPLIES,4608000.0
JPM CATERING SERVICES,4606885.0
"MACARE MEDICALS, INC.",4600000.0
RBGM MEDICAL EXPRESS SALES INC.,4600000.0
"EAST-WEST SEED COMPANY, INC.",4595013.2
Greenstone Packaging Corporation,4590000.0
Betina Kate Store,4588762.459999999
Biochem Scientific Diagnostic Supply,4585664.0
AVS Marketing Corporation,4579746.0
TRESMARIA OFFICE SUPPLIES TRADING,4544064.0
VMED MEDICAL CO.,4543998.91
MOUNTAIN VIEW MULTI-PURPOSE COOPERATIVE,4536000.0
JARCARE TRADING CORPORATION,4525000.0
NITROX ENTERPRISES,4504798.0
"Asian Hybrid Seed Technologies, Inc.",4503000.0
JUNIPER 3 PROCUREMENT CORP.,4500000.0
SOLIVENTURE PHILS. INC.,4497000.0
Ladyjen Medical Trading,4478160.0
"MEDICAL TEST SYSTEMS, INC.,",4450000.0
Albano Stock and Dairy Farms,4431135.0
CLMA Pharmaceuticals,4425000.0
"AMI Equipment Service & Solutions, Inc.",4400000.0
Romie's Store,4400000.0
"RICA MARKETING OF BACOLOD,INC.",4400000.0
LLM Grains Trading and Rice MIll,4400000.0
PALAWAN UNO HOTEL,4380000.0
Procurement Service - DBM,4359256.340000001
Emergence Corporation,4348750.0
G & K General Merchandise,4339050.0
AJJ Trading,4333700.0
ECLIPSE CRESCENT GENERAL MERCHANDISE,4325400.0
LUCKY 8 MARKETING,4324825.0
ALTHEA'S CATERING SERVICES,4311620.0
INTER-CONTINENTAL FOOD AND PHARMACEUTICALS INC,4308300.0
ASTRONMED TRADING,4296415.0
DEN DER TRADING,4291350.0
Meddarruz Pharmaceuticals,4288000.0
"Rebmann, Incorporated",4286880.0
Honey's Agrivet & Gen. Mdse.,4271000.0
PACIFIC PHIL DISTRIBUTION GROUP INC.,4270000.0
MEDICO EXELENTE MARKETING,4266000.0
Respicare Enterprises Inc,4250000.0
Rescue Life Industrials Sales Co.,4249500.0
RHOZLE JONAH'S ENTERPRISES,4243260.0
MAHARLIKA FARMS MULTI-PURPOSE COOPERATIVE,4242000.0
ABCM ENTERPRISES,4234681.0
Libertad Consumers Corporation,4233466.95
MACTYCOON MARKETING,4228000.0
SEM-CARLO STORE,4225752.0
EMERSON AGRO TRADING,4220000.0
"PHIL PHARMAWEALTH, INC.",4215451.16
Pilipinas Kaneko Seeds Corp.,4212500.0
"ELIM AGRIBUSINESS VENTURER'S, INC.",4212367.5
L-Zay Medical Enterprise,4203689.0
ROCSI STORE,4202500.0
DAVAO TRI-STAR COMMERCIAL,4200000.0
G-Well General Merchandise,4200000.0
NJM Pasia Inc,4200000.0
TERANOVA COMPUTER SALES AND SERVICES,4200000.0
KCJ GENERAL MERCHANDISE,4192075.0
Astronmed Trading,4190000.0
"MARSMAN DRYSDALE MEDICAL PRODUCTS, INC",4189512.96
RITETECH MARKETING,4156000.0
ECE Marketing,4154007.0
CHAMPION COMMERCIAL,4150580.0
KUSINA NI VICANG,4147030.0
Frabelle Corporation,4140455.0
D'BEAM GENERAL MERCHANDISE CORP,4130910.0
"MRL Cybertec, Inc.",4126892.0
MITONI BUSINESS VENTURES,4120804.5
AGRO-INDUSTRIAL COOPERATIVE OF MATAASNAKAHOY (AICOM) INC.,4116400.0
New Javier Trading Corporation,4110180.1
"JORDAL MEDICAL SYSTEMS, INC.",4107000.0
Miracle Hybrid Corn Seed,4097950.0
Maligro General Merchandise,4095100.0
Pharma Quest Co,4095000.0
JREV PHARMA DRUG DISTRIBUTOR,4087168.0
RESPICARE ENTERPRISES INC.,4080000.0
Ramrod Supermarket Inc.,4072000.0
RIJETT CAR RENTAL SERVICES,4070000.0
Golden Dell Generic Distributor,4058006.0
Sea Pro Agricultural Sales & Services,4046000.0
HIGH M ENTERPRISES,4044200.0
"TUCDAO-ANAS FARMERS IRRIGATORS' ASSOCIATION, INC.",4032875.0
SJN Enterprises,4003350.0
ENNG Marketing,4000000.0
SERODIAGNOSTIC TRADING,4000000.0
EXODUS MEDICAL SUPPLIES,4000000.0
"Cartal Enterprises, Inc.",4000000.0
"Omnibus Bio-Medical System, Inc.",4000000.0
Mega Star Printers Enterprises & Service,4000000.0
"Pollution Abatement System Specialists, Inc.",3999936.0
Llanera Grains Complex Inc.,3990000.0
Estrall Marketing,3979748.0
EIGHT - TWO - ZERO GEN. MDSE.,3968000.0
DBM Procurement Service - Manila,3960983.52
SJ Pharmacy,3946995.0
Technomed International Inc,3929200.0
Doydora Enterprises,3926595.9800000004
"Esco Philippines, Inc.",3921480.0
Mac Kusina De Kafe,3915000.0
3K's Sari-Sari Store,3914058.0
Rocsi Store,3907125.0
Thy Grace Medical Supply and Services,3905250.0
J-Baw Rice and Corn Dealer,3902250.0
JUZLAI CATERING AND FOOD SERVICES,3877777.0
DIGITAL INTERFACE,3877654.0
Powermeds Trading,3875000.0
Moraleda Farms,3866000.0
"Berovan Marketing, Inc.",3862036.0
Hawk Rescue Equipment and General Merchandise,3861147.0
"Technomed International, Inc.",3860000.0
Panda Tea Garden Suites,3847500.0
GENZEN PHARMACEUTICAL TRADING,3839950.0
JULRIZ CONSTRUCTION AND SUPPLY,3839182.15
"I. Marcelo Builders, Inc.",3838801.72
J-777 Agri Marketing Corp.,3832000.0
PADRINO GENRAL MERCHANDISE,3830778.3
"NPK Medical Trading, Inc",3820000.0
MARYKNOLL BUILDERS AND SUPPLY,3817957.71
Swab General Merchandise,3803400.0
BEROVAN MARKETING INC,3800438.0
SEED GROWERS MPC OF LA UNION,3800000.0
EN Ricemill Commercial,3800000.0
"Lifeline Diagnostics Supplier Inc.,Rainphil,Inc.",3800000.0
M.L.R Grains Trading,3800000.0
AH SHOPPERS MART INC.,3799600.0
MEDILINES DISTRIBUTORS INCORPORATED,3795596.0
"EMCOR,INC.",3784800.0
FOR BO ENTERPRISE,3780000.0
GLORIA'S MEATSHOP AND AGRIVET,3765500.0
GP Rice and Corn Dealer,3760180.0
FAS DIAGNOSTIC GROUP INC.,3756250.0
PANALAY TAILORING,3755175.0
DMAP TRADING AND MERCHANDISING,3753020.0
Elan Vita Diagnostics Solutions,3750000.0
PACIFIC GRAINS AND FERTILIZER TRADING,3750000.0
M. Palacios Variety Store,3729745.0
LUCHAY AGRI TRADERS,3718400.0
TWENTY OAKS DUTY FREE HYPERMART,3713476.0
Eastern Tanay Supermarket Inc.,3712311.0
"Arella Enterprises,Centro-Med Enterprises,Juniper 3 Procurement,Mendo Enterprise",3710400.0
KCJ General Merchandise,3709741.0
Vicente Grains Buying Station,3706500.0
4KMB General Merchandise,3701103.0
First Med Pharmacy and Children's Clinic,3700350.0
RAD. G Enterprises,3700000.0
Wellpoint Enterprises,3700000.0
HEALTHSOLUTIONS ENTERPRISES,3700000.0
Davao Oriental Seed Producers Cooperative,3693960.0
RX CAREMED ENTERPRISES,3693035.0
Royal Air,3690000.0
GOLD MEDLINES DRUG DISTRIBUTION,3659234.0
"Respicare Enterprises, Inc",3655500.0
Vita Care Health Products,3649900.0
F. E. LEE ENTERPRISES,3647000.0
FJC RICEMILL & GRAINS,3630000.0
ZAMBOANGA BAKERY,3625000.0
BOSS NIK ENTERPRISE,3618720.4
Northland Agri-Products & Services,3600000.0
GGG Palay & Rie Trading,3600000.0
Fastlab Diagnostics & Medical Supplies,3600000.0
Viloria General Merchandise,3600000.0
"ENSUREMED, INC.",3599750.0
"RM Medical Supply and Equipment,Variance Trading Corporation",3599228.0
Elite Scientific & Diagnostic International Supplies Corp.,3596582.0
RETA DRUG,3594378.4200000004
Berovan Marketing Inc.,3591548.12
A-CUBE CONSTRUCTION & SUPPLY,3591104.65
Rescue Life Industrial Sales Co.,3586108.0
Isabela Livelihood Center and General Merchandise,3566500.0
"Stefan's Pharmaceutical Drugstore, Distributor & General Merchandise",3561531.2
KNC Rice Retailer and Wholesaler,3560202.0
"RTM SALES & CONSUMER GROUP, INC.",3551210.0
BULLSEYE SOLUTIONS INC.,3550000.0
Reign Enterprises,3537992.5
Siltos Mart & General Merchandise,3527126.0
VITARICH CORP.,3520000.0
Luy Consumer Goods Trading,3513290.0
ORION SHELL STATION,3512400.0
Pure Gold Price Club Inc. Calapan,3511602.6
Yakap at Halik Multi-Purpose Coop. Quezon II,3505571.0
TECHNOMED INTL. INC.,3500000.0
Two-Brothers Construction,3495502.75
MELGRIE PHARMACEUTICAL DISTRIBUTOR,3495277.5
ZAFIRE DISTRIBUTOR,3495000.0
Merry Merchants Trading and General Merchandise,3484904.5
Degracia Rice Milling and Enterprises,3480000.0
UYKINGTEK TRADING,3480000.0
HAKKATAN KONSTRUK & GEN. MDSE.,3473768.59
Palmares General Merchandise,3469999.63
LGT TRADING AND GENERAL MERCHANDISE,3459000.0
WI-AL Construction Builders,3458872.8
INSEE DIAMOND TRADING CO.,3458250.0
LSM Pharma and Medical Supply,3454703.5
Ej and Jy Wet Market and Enterprises,3452721.8
PALINDROME ENTERPRISES,3450000.0
A3 General Merchandise,3414924.0
Aroluck General Merchandising,3411328.7
MORONG STORE AND GENERAL MERCHANDISE,3409000.0
JOHANNS GENERAL MERCHANDISE,3407000.0
Rhenamae's Trading,3400000.0
CHARLIFE PALAY BUYING STATION,3400000.0
KAMIKO CARGO MOVERS CORPORATION,3390800.0
Essentrix Choice Pharma,3371500.0
KCC MALL OF MARBEL,3366026.0
KINOVETT SCIENTIFIC SOLUTIONS CO.,3361634.0
CHUMS Pharma Distributor,3358800.0
NVM Marketing Incorporated,3351470.0
FISHER RETAIL INC.,3349472.0
South Star Distributors Inc.,3344876.28
Jeramy Commercial,3332110.0
Cathy's Diner and Catering Services,3312000.0
Armen Engineering and Construction Services,3300000.0
LANVIN ENTEPRISES,3300000.0
Everyday Enterprises,3300000.0
Cebu Sherilin Trading Corporation,3290123.5
JUNIPER 3 PROC CORP,3290000.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,3287049.48
Medical Trends and Technologies Inc.,3280000.0
NVM Marketing INC.,3273207.0
"Macare Medicals, Inc.",3258735.0
Buildtek Construction,3256346.21
Elm Industrial Sales,3241080.0
Zuellig Pharma Corp,3240653.5
FORTUNE GROUP CORPORATION,3240000.0
QUAD-GEN PHARMACEUTICAL,3235454.0
Hi-Precision Diagnostics,3235200.0
MXC Construction,3232690.7199999997
NATIONAL FOOD AUTHORITY-ILOILO,3232500.0
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIVE,3231540.0
DIGAP TRADING,3229500.0
"Zomedel Gas Center and Gen. Mdse., Inc.",3228000.0
TSALEACH TRADING,3225135.0
JNP Sari-sari Store,3225000.0
JRC Medical Supplies Trading,3214535.0
J.E. GENERAL MERCHANDISE,3212882.0
"Robustan, Inc.",3204000.0
ARCORP Medical Enterprises,3200000.0
JEKAT MEDICAL SUPPLIES AND EQUIPMENT,3199045.0
"getz bros., phils., inc.",3198600.0
HEAVEN'S MAY GENERAL MERCHANDISING,3195968.6
Sophie's General Merchandise,3195731.0
"SEIRALAB, INC.",3185456.0
RST STORE,3183600.0
Genruz Const. & Supplies,3183567.4
MMC STORE,3177000.0
Juniper 3 Procurement Corporation,3172200.0
RBJ CommoditiesTrading and Exponent,3171875.0
BAUKO ORGANIC PRACTITIONER CREDIT COOPERATIVE,3170000.0
FJB-JAB Eterprises,3169900.0
Delta Distribution Corporation,3157000.0
Medexhealth Corp.,3150000.0
Lucky Six Poultry Farm,3149900.0
"ENDURE MEDICAL, INC.",3143945.0
"PS-Depot, Ipil",3140803.0
Nyer Petron Station,3136000.0
"SYNERGY SOURCING AND DEVELOPMENT GROUP, INC",3136000.0
EVERJUNE FRUITS & VEGETABLES SUPPLIER & RETAILER,3131065.0
Kingstar Pharma,3130154.0
NEW PUBLIC STORE,3116000.0
Reta Drug,3107028.7199999997
Agni Grocery,3104576.0
Southside Biomedical,3100000.0
"Alog & Company, Inc.",3096200.0
BELMAN LABORATORIES,3091040.0
ACE CENTERPOINT,3086600.5999999996
DREI ENTERPRISES,3080220.0
DBM-Procurement Service,3076822.9
Isabela Livelihood Center & General Merchandise,3076750.0
LUCKY A GRAINS CENTER,3069000.0
"MEDICAL TRENDS AND TECHNOLOGIES, INC.",3053020.0
MC JEB Trading,3040650.0
JIM-JIM TRADING,3033750.0
"Philippine Spring Water Resources, Inc.",3031680.0
FLEXY MEDICAL SUPPLY,3030000.0
SOUTH LAS PIÃ‘AS TOURIST DEVELOPMENT CORPORATION,3024000.0
CASH COW TRADING,3021775.0
Chemvalley Resources Inc,3006000.0
Ninos General Merchandise,3000800.0
JOLLYMED ENTERPRISES,3000300.0
JTM Agrochem,3000000.0
"AMI Equipment Services & Solutions, Inc.",3000000.0
VANDHELF STORE,3000000.0
"TECHNOMED INTERNATIONAL, INC",3000000.0
Econo Pharma Trading,3000000.0
BTM Construction and Enterprises,3000000.0
Prolife Healthcare System Corp.,3000000.0
SUPERSONIC MANUFACTURING INC.,3000000.0
Hilander Plastic Products,3000000.0
VMS Trucking Services,3000000.0
HEXA CM INDUSTRIAL AND TRADING CORP.,2998500.0
NEWBRIDGE ELECTRICAL ENTERPRISES,2998005.0
"SOLIVENTURES PHILS., INC.",2998000.0
Versaflex Pharma,2987400.0
ISRAEL AGRI TRADING,2980440.0
G Y TRADING,2980000.0
OLLIN GENERAL MERCHANDISE,2976232.5
Leona Talco Rice Mill,2972124.0
"YANA CHEMODITIES, INC.",2972060.0
"Puregold Price Club, Inc.",2955830.0
ELIZABETH RICE RETAILER,2954250.0
Jonas and Joshua Trading,2951000.0
"TNC Everlight Philippines, Inc.",2950000.0
"PACIFICA AGRIVET SUPPLIES, INC.",2947589.05
JRV TRADERS,2941543.7
Pedro Rodriguez Enterprises,2940841.46
MORONG MULTI PURPOSE COOPERATIVE,2925000.0
ESCRITOR AGRICULTURAL SUPPLIES TRADING,2921072.0
C.A.D.Construction Corp.,2918356.0
CALAPAN GOLDEN EAGLE MART INC,2913849.6
ALEX EMMANUEL FOOD ENTERPRISE,2908687.5
Bohol Quality Corporation,2906845.65
GOLDSEAL MEDICAL TRADING CORP.,2900004.4
"Prowealth Industries,Arella Heart Bag,Olten Instruments,Sotera Pharma,Centro-Med",2897000.0
FIRST BAY PHARMA DISTRIBUTOR,2880100.5
D' Paragon AA Corporation,2880000.0
F & A Torregosa Milling Corporation,2880000.0
Sorongon Rice & Corn Mill,2880000.0
LEGEND HOTEL INTERNATIONAL CORPORATION,2880000.0
ER Enterprises,2878750.0
S33 Enterprises,2877500.0
BTL MEDICAL TECHNOLOGIES INC.,2872800.0
Sagittarius Rice & Corn,2866020.0
Raik Construction and Supply,2861676.16
SHADY TRADING,2859190.0
JNK MEDICAL SALES,2859087.0
National Food Authority-Compostela Valley,2856250.0
Axzeen Security Agency,2853043.2
DANIELA MERZ RICE MILL AND PALAY TRADER,2850000.0
Cebu Surgical & medical Enterprises,2841315.0
Cabral Bicolandia Supermart,2835600.0
Supply and Delivery of Furnitures and Fixtures,2834055.0
B- SHINE PHARMA,2833920.0
Ralav Corporation,2827653.62
Pharma Medical Link,2825413.0
A. I. M. Equiptment Services and Solutions Inc,2820000.0
JIO Enterprises,2814000.0
FIR MED ENTERPRISES,2800983.0
Seammed Pharma,2800000.0
Southeastasia Retail Inc. (Landers Superstore),2794764.2800000003
Mendo Enterprises,2794600.0
Mabuhay Warehouse,2793846.0
FRANCIS IV ENTERPRISES,2787500.0
ROMIE'S STORE,2778989.5
Romaniques Office Supplies and General Merchandise,2778699.0
DIGAP Trading,2778000.0
DBM - PROCUREMENT SERVICE,2769587.6
Nixon G. Madarang Palay Buying Station and Rice Supply,2762000.0
RMANS ENTERPRISE,2760000.0
MLUD ENTERPRISES,2750000.0
Vitaline Healthcare Inc.,2750000.0
Melzon & Meldin Enterprises,2747600.0
BGC Pharmacy,2735606.0
CDTECH BUILDERS,2733496.36
Jhelvin's Catering,2733484.0
Bi-Suns Build Ventures,2716732.8
RBG Construction Services,2715706.21
Lineline Diagnostics Supplies Inc,2700000.0
Golden Grains Rice Mill,2700000.0
INTERCONTINENTAL FOOD AND PHARMACEUTICAL INCORPORATED,2700000.0
Thymed Enterprises,2694800.0
"TOYOTA QUEZON AVENUE, INC",2689000.0
La Libertad FarmersMulti-Purpose Cooperative,2687500.0
DRED ANGLE GENERAL MERCHANDISE,2685700.0
LEEAN MEDICAL AND SURGICAL SUPPLY,2680430.0
DAVAO ORIENTAL SEED PRODUCERS COOPERATIVE-DOSEPCO,2676960.0
ALLIED BOTANICAL CORPORATION,2675786.0
"Local Farmers of Libjo, Dinagat Islands",2675400.0
Cantara's Rice Mill & Grains,2675200.0
Jo-Bing Santiago General merchandise,2672008.0
Kinovett Scientific Solutions Co.,2668269.0
JO-LEA TRADING ENTERPRISES,2661400.0
POWERTRACT INCORPORATED,2660000.0
TSS CORPORATION,2653340.0
DIZY'S TRADING,2652000.0
DIOSA RICEMILL,2650752.0
PROCUREMENT OF MEDICAL EQUIPMENT,2646300.0
