Name Of Awarded Company,Amount Awarded
LIFECORE BIO INTEGRATIVE INC.,6750000.0
M & N GENERAL MERCHANDISE,6750000.0
INFINITRIX MEDICAL EQUIPMENT AND SUPPLIES TRADING,6749980.0
DREI Enterprises,6730000.0
CASIPIT CONSTRUCTION AND SUPPLY,6667634.5
LUCKU J 888 RICEMILL CORPORATION,6630000.0
AMI Equipment,6600000.0
ROLENDA OLIS DIVINAGRACIA/APONG STORE,6600000.0
Duomedics Enterprises,6585000.0
MCMANA FOOD SERVICES,6581120.0
STONE OF DAVID CORPORATION,6570000.0
G.R.G. Marketing and Services,6567130.0
WESTERN FORTUNE TRADING,6565680.0
Botika ng Bayan sa Pinamalayan,6564830.0
ZUELLIG PHARMA CORPORATION,6500000.0
STA. ANA HEALTHCARE PLUS CORPORATION (SAHPC),6500000.0
Omnibus Bio Medical Systems Inc,6451200.0
"Seedworks Philippines, Inc.",6389600.0
First Bay Pharma Distributor,6356475.0
Yveng Pharmacy,6340100.0
Variance Trading Corp.,6325000.0
"A.M.I. Equipment Services and Solutions, Inc.",6300000.0
JUNIELVS FARM AND AGRIVET SUPPLIES,6300000.0
Kulit's Drugstore,6281960.0
MARITON GROCERY,6276528.0
GT MARKETS CORPORATION,6272700.0
E.I Marketing,6264520.0
AVE DRUG,6257676.0
NATIONAL FOOD AUTHORITY,6250000.0
NATIONAL FOOD AUTHORITY,6250000.0
National Food Authority,6250000.0
National Food Authority,6250000.0
ALTURAS SUPERMARKET CORPORATION,6250000.0
"GETZ Bros. Philippines, Inc.",6234400.0
"JARDECO HEALTH SYSTEMS, INC.",6222185.0
ALJERON MEDICAL ENTERPRISES,6199000.0
Bigfoot Construction and Supply,6198981.23
GY TRADING,6180000.0
Pro-life Healthcare System Corp.,6160000.0
RESPICARE ENTERPRISES,6160000.0
RJ AND MJ MERCHANDISE,6159021.0
Genruz Construction and supplies,6154189.04
Cebu CKS Commodities Corp.,6150000.0
"STO. ROSARIO MEDICAL SUPPLY AND EQUIPMENT, INC.",6148783.5
INFINITE MEDICAL TRADING,6140000.0
JEREKO'S CATERING,6117100.0
Eight Integrated Development Corporation,6080230.0
"Central Isulan, MPC",6080000.0
PRO-LIFE HEALTHCARE SYSTEMS CORP.,6063000.0
NOVARAE BIOTECH,6060000.0
GRAMAN MEDICAL TRADING,6027342.72
NEIM TRADING,6015175.0
CELIS BEACH RESORT HOTEL,6000000.0
"DAVAO SAN-EI TRADING, INC.",6000000.0
"Assurance Control Technologies Co., Inc.",6000000.0
"NPK Medical Trading Inc.,",6000000.0
NOVARAE BIOTECH,6000000.0
TOUCHSTAR ENTERPRISES,5999999.0
Top One Pharma,5999996.15
Rubiel Stationery & Gen. Mdse.,5998787.31
JEM & FERDS GEN. MERCHANDIZE,5990000.0
PEPSONS TRADING,5973490.0
Jaydee Care Marketing,5962376.48
Joshuashane Trading,5961500.0
K101 Pharma,5950000.0
"Lifeline Diagnostics Supplies, Inc.",5935656.0
YAP PETRON MEGA STATION,5928000.0
Great Swiss Metal Builders Corp.,5910000.0
"BIOSYN HEALTHCARE SYSTEMS, INC.",5900000.0
"Panapino Holdings, Inc.",5880000.0
WWW.CONSTRUCTION,5874239.93
RM Medical Supply and Equipment,5865000.0
D V CABATINGAN RICE TRADING,5865000.0
"Lifelink, Inc.",5850000.0
VARIANCE TRADING CORPORATION,5850000.0
Jaydee Care Marketing,5847659.0
De Gramm Laboratory Supply,5832000.0
FNC TRADING & RICEMILL / FEDERICO A. CUBRADO,5819000.0
"ARRIANNE MERCHANDISING AND CONSTRUCTION SERVICES, INC.",5805145.0
ROBUSTAN INC.,5800000.0
Kairos Pharma -Medical Supplies and Equipment,5798700.0
"LTS RETAIL SPECIALISTS, INC.",5789300.0
MC JADE MART,5779732.0
J AGRO TRADERS CORP.,5750000.0
"Grepcor Diamonde, Inc.",5750000.0
"Agape Commercial, Agusan del Sur",5744800.0
SURGICO PHILIPPINES INC.,5730000.0
DJLMBR RICE AND POULTRY SUPPLY,5700000.0
Agrigrowth International Corp,5697720.0
RMJA TRADING & GENERAL MERCHANDISE,5692500.0
SABCARE MARKETING,5683485.0
JV OF SUNWEST CONSTRUCTION AND DEVELOPMENT CORPORATION AND DKCAR TRADING,5672160.0
Ateliers Artea Worldwide Inc.,5642560.0
CHELEBET STORE,5640262.0
K-9 EXPONENT TRADING,5640000.0
SONCHEL PHARMA DISTRIBUTORS,5640000.0
PROGRESSIVE Grains Milling Corporation,5575800.0
Progressive Grains Milling Corporation,5575000.0
A.G. CAPARROS MART,5572000.0
Isabela Grains Production & Marketing Cooperative,5555000.0
ISABELA GRAINS PRODUCTION & MARKETING COOPERATIVE,5555000.0
D Lacson Rice and Palay Dealer,5555000.0
Fit Pharma Incorporated,5545200.0
"VIRGINIA FOOD, INC.",5530896.0
GEORGEINA'S TRADING,5522760.0
GEORGEINA'S TRADING,5522760.0
Central Mart General Merchandise,5511350.0
Shooting Star Trading,5508740.0
ASHLI RICE TRADING OR CATALINA PAGBA,5500000.0
Oxytec Solutions Inc.,5500000.0
Philippine Blue Cross Biotech Corporation,5500000.0
K-9 EXPONENT TRADING,5500000.0
Patient Care Corporation,5500000.0
COGNOA INTERNATIONAL INC.,5482978.0
Pacing and Raul Store,5482500.0
Aljeron Medical Enterprises,5480000.0
,5475240.0
RSG Mktg Corp,5475000.0
Dextel Trading,5475000.0
PACIFIC GRAIN AND FERTILIZER TRADING,5467830.5
MRE STORE,5449992.0
Xaviery's Enterprises,5448250.0
Xamax General Merchandise,5435000.0
F&A Schools & Office Supplies Enterprises,5434820.0
STA. ANA HEALTHCARE PLUS CORPORATION,5425000.0
FARMON GRAINS AND GREENS,5419440.0
South East Star Enterprises,5405060.0
NINO KARL JAY TRADING,5405000.0
"RBGM MEDICAL EXPRESS SALES, INC.",5400800.0
GOSHEN MEDICAL SUPPLIES,5400000.0
PHIL-DRUG Distributor,5400000.0
NEW ISABELA GRAINS MILLING,5391825.0
L.G. Moreno Rice Supply,5340000.0
"RESPICARE ENTERPRISES, INC.",5325200.0
Philippine Telegraph and Telephone Corporation,5320000.0
ALLIED HOSPITAL SUPPLY INT'L CORP.,5320000.0
JOHANN'S GENERAL MERCHANDISE,5309750.0
B-SHINE PHARMA,5298936.0
JB LORESCO RICE AND POULTRY SUPPLY,5289600.0
Green Trust Medical Trading,5289300.0
VICTORINA P. CHAN CO.,5281350.0
Multi Health Solution Enterprises,5272000.0
Jhonny Tampakan Store,5250000.0
IMV RICE AND PALAY TRADING,5250000.0
NATIONAL FOOD AUTHORITY - ILOILO,5240000.0
"HEALTHSOLUTIONS ENTERPRISES, INC.",5200000.0
BIOSYN HEALTHCARE SYSTEMS INC.,5200000.0
Everyday Enterprise,5200000.0
Biosite Medical Instruments,5198000.0
SAMARAN GRAINS AND MERCHANDISE,5193000.0
Country Rice Mill and Trading Corporation,5187000.0
Faye and Sam General Merchandise,5181750.0
VARIANCE TRADING CORPORATION,5180000.0
3A Rice & Corn Mill,5175000.0
"TOYOTA CAGAYAN DE ORO, INC.",5168034.0
LOLA TINAY CATERING SERVICES,5166450.0
"FMN Agricultural Supply, Inc.",5164600.0
"Diamondsphere, Inc.",5149803.5
Ideal Unomed Care Corp.,5135150.0
Tesoro Enterprises,5134680.0
Neala Enterprises,5100000.0
"LTS RETAIL SPECIALIST, INC.",5100000.0
"Philippine Airlines, Inc.",5093950.0
Cred General Trading,5093000.0
Cymmer Sari-Sari Store and Food Supply,5090154.0
SL AGRITECH CORPORATION,5089500.0
ROSETAD STORE,5087180.0
Multiline General Merchandise,5065770.0
Medical Center Trading Corp.,5046000.0
MED PLUS ENTERPRISES,5040000.0
Keisha Trading,5040000.0
COLLIN'S PHARMACY,5024385.0
Owen Enterprises,5012750.0
"Sunfu Solutions, Inc.",5012310.0
Crossix Inc.,5010000.0
LPO Enterprises,5000000.0
Archipelago Philippines Ferries Corp.,5000000.0
"National Food Authority, Jaro, Iloilo City",5000000.0
"FERNANDO MEDICAL ENTERPRISES, INC",5000000.0
Homero's Rice Store,5000000.0
RHENAMAE'S TRADING,5000000.0
National Food Authority,5000000.0
"A.M.I. EQUIPMENT SERVICES AND SOLUTIONS, INC.",5000000.0
"MEDICOTEK, INC",5000000.0
"LongPing Tropical Rice Dev't., Inc.",4999000.0
EXELMED PHARMA TRADE,4998500.0
Random Builders,4997328.37
Jedeco Trading Corp.,4995000.0
Jedeco Trading Corp.,4995000.0
AJ GENERAL MERCHANDISE,4980000.0
ALJERON MEDICAL ENTERPRISES,4959200.0
Megatrade Enterprises,4954082.25
AMI EQUIPMENT SERVICE & SOLUTIONS INC.,4945000.0
"JHG TRADING INC.,",4932964.0
DONYA ARCELY TRADING,4931830.0
Southside Biomedical Sales and Services Co. Ltd.,4914000.0
ASSIL ENTERPRISES,4904900.0
ASSIL ENTERPRISES,4904900.0
EVL DUQUEMARKETING,4900000.0
Dryws Enterprises,4895330.7
MMJS PHARMACY AND MEDICAL SUPPLIES,4887377.4
BT Grains and Agro Corporation,4875000.0
PADRINO GENERAL MERCHANDIS,4867499.0
Multi Health Solution Enterprises,4861300.0
San Mariano Primary Multipurpose Cooperative,4859000.0
FLORY & BERNIE RICE TRADING,4837500.0
TSH CORPORATION,4834790.0
"People's Officials, Employess and Community MPC",4830000.0
Negros Agrivert Supply,4822700.0
ZEPHANIAH MEDLAB SUPPLIES AND EQUIPMENTS,4819500.0
Dane Degala Castillo Pharmacy,4803330.0
JOSMEF ENTERPRISES,4800000.0
"GAKKEN PHILIPPINES, INC.",4800000.0
"Biosyn Healthcare Systems, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines, Inc.",4800000.0
"IDS Medical Systems Philippines,Inc",4800000.0
PRO-LIFE HEALTHCARE SYSTEM CORPORATION,4800000.0
Ideal Unomed Care Corp.,4799500.0
Red Rock General Merchandise,4790206.0
Kairos Pharma-Medical Supplies and Equipment,4775120.0
Supervalue Inc.,4774000.0
Dane Degala Castillo,4763836.25
F AND N ENTERPRISES & GEN. MERCHANDIZE,4755312.0
Meeco Enterprises,4750102.5
Pharmastar Int'l Trading Corp.,4750000.0
Labsolution Technologies Inc.,4750000.0
La Sencillez Trading,4748100.0
"Metro Drug, Inc.",4727450.0
"Happy Enterprises and Resources, Inc.",4716536.0
Eight Integrated Development Corporation,4716140.0
RCV ENTERPRISE,4700000.0
Pharma Business Management Trading (PBM) Corp.,4700000.0
Labsolution Technologies Inc.,4700000.0
AMI EQUIPMENT SERVICES AND SOLUTIONS,4695000.0
"MEDICOTEK, INC.",4680000.0
LIAHNNE FROZEN FOODS,4670400.0
Bagels Enterprises,4668750.0
Rite-Tech Marketing,4660000.0
MECH-AIR SYSTEMS CORPORATION,4655391.46
Gervy's Trading & General Merchandise,4649280.0
Merijr Enterprises Incorporated,4640000.0
MD DE DIOS GENERAL MERCHANDISE,4638000.0
Megila Construction Development & Supply,4630000.0
"MACARE MEDICALS, INC.",4600000.0
AKZ CONSTRUCTION TRADING,4600000.0
RBGM MEDICAL EXPRESS SALES INC.,4600000.0
Bacolod Good Rice Commercial Company,4600000.0
"EAST-WEST SEED COMPANY, INC.",4595013.2
Greenstone Packaging Corporation,4590000.0
CASIPIT CONSTRUCTION AND SUPPLY,4572494.39
STA. ANA HEALTHCARE PLUS CORPORATION,4560000.0
MOUNTAIN VIEW MULTI-PURPOSE COOPERATIVE,4536000.0
"RESPICARE ENTERPRISES, INC.",4500000.0
JUNIPER 3 PROCUREMENT CORP.,4500000.0
SOLIVENTURE PHILS. INC.,4497000.0
"WORKSITE TECHNOLOGY SERVICES, INC.",4482000.0
Ladyjen Medical Trading,4478160.0
"MEDICAL TEST SYSTEMS, INC.,",4450000.0
Patient Care Corporation,4450000.0
D'BEAM GENERAL MERCHANDISE CORP.,4437500.0
Variance Trading Corporation,4435000.0
Shooting Star Trading,4430500.0
CLMA Pharmaceuticals,4425000.0
"ZAFIRE DISTRIBUTORS, INC.",4425000.0
DOERS Multi-Purpose Cooperative,4416640.0
LLM Grains Trading and Rice MIll,4400000.0
"AMI Equipment Service & Solutions, Inc.",4400000.0
LANVIN ENTERPRISES,4400000.0
Romie's Store,4400000.0
IIT TRADING,4400000.0
"HEALTHSOLUTIONS ENTERPRISES, INC.",4400000.0
"RICA MARKETING OF BACOLOD,INC.",4400000.0
MTLJ GENERAL MERCHANDISE,4399310.0
MTLJ GENERAL MERCHANDISE,4399310.0
LOLO APO GEN. MERCHANDISE,4387740.0
Aljeron Medical Enterprises,4380000.0
PALAWAN UNO HOTEL,4380000.0
Ritech Marketing,4357030.0
PS-DBM,4352088.0
Vincare Pharma,4350000.0
R2D2 TRADING,4350000.0
LOLO APO GEN. MERCHANDISE,4343862.6
"BEROVAN MARKETING, INC.",4320000.0
PCGEMPC,4300000.0
Meddarruz Pharmaceuticals,4288000.0
"GOLDEN BAT (FAR EAST), INC.",4260000.0
GREATWALL SUPERMART,4257462.0
GOLDSEAL MEDICAL TRADING CORP,4253260.0
Pinwenco Enterprises,4250000.0
Respicare Enterprises Inc,4250000.0
MAHARLIKA FARMS MULTI-PURPOSE COOPERATIVE,4242000.0
Top One Pharma,4230740.0
SEM-CARLO STORE,4225752.0
INTER-CONTINENTAL FOOD AND PHARMACEUTICALS INC,4223000.0
EMERSON AGRO TRADING,4220000.0
Pilipinas Kaneko Seeds Corp.,4212500.0
Dane Degala Castillo Pharmacy,4210875.0
INFINITE MEDICAL TRADING,4200000.0
DAVAO TRI-STAR COMMERCIAL,4200000.0
"DAVAO SAN-EI TRADING, INC.",4200000.0
NJM Pasia Inc,4200000.0
G-Well General Merchandise,4200000.0
TERANOVA COMPUTER SALES AND SERVICES,4200000.0
"BEROVAN MARKETING, INC.",4182000.0
ALJERON MEDICAL ENTERPRISES,4178900.0
"Felines Gift Shop, Inc.",4175000.0
Central Mart General Merchandise,4171250.0
PETAL TRADING & SERVICES,4170000.0
PURE GOLD PRICE CLUB INC.,4161000.0
AMI Equipment Services and Solutions,4160000.0
"Endure Medical, Inc.",4159500.0
COGNOA INTERNATIONAL INC.,4154000.0
CHAMPION COMMERCIAL,4150580.0
F AND N ENTERPRISES & GEN. MERCHANDIZE,4140000.0
JPM CATERING SERVICES,4133830.0
GY TRADING,4130920.0
"MRL Cybertec, Inc.",4126892.0
Everyday Enterprise,4125000.0
AGRO-INDUSTRIAL COOPERATIVE OF MATAASNAKAHOY (AICOM) INC.,4116400.0
"JORDAL MEDICAL SYSTEMS, INC.",4107000.0
Miracle Hybrid Corn Seed,4097950.0
Maligro General Merchandise,4095100.0
Multi Health Solution Enterprises,4095000.0
Pharma Quest Co,4095000.0
BOHOL QUALITY CORPORATION,4094839.4
MRL CYBERTEC CORPORATION,4087500.0
EFG MED DISTRIBUTOR,4078426.0
STERITEX Medical System,4071600.0
RIJETT CAR RENTAL SERVICES,4070000.0
NEW ISABELA GRAINS MILLING,4070000.0
Prime Luck Enterprises,4050000.0
Frabelle Corporation,4040685.0
LVS COMMERCIAL,4037503.0
DIAGNOSTICA TRADING,4036997.5
Joced Enterprises,4033375.0
YAP PETRON MEGA STATION,4030000.0
Cebu CKS Commodities Corp.,4021600.0
Zuellig Pharma Corporation,4006900.0
"Omnibus Bio-Medical System, Inc.",4000000.0
RBGM Medical Express,4000000.0
Enhanced Medical & Industrial Enterprises,4000000.0
SERODIAGNOSTIC TRADING,4000000.0
KOMODO DRAGON BUILDERS & SUPPLIES,4000000.0
AMI Equipment Services and Solutions,4000000.0
"Cartal Enterprises, Inc.",4000000.0
Mega Star Printers Enterprises & Service,4000000.0
ENNG Marketing,4000000.0
CONDRING MARKETING,4000000.0
EXODUS MEDICAL SUPPLIES,4000000.0
HJ HARDWARE,3999990.0
"Pollution Abatement System Specialists, Inc.",3999936.0
LEEAN MEDICAL & SURGICAL SUPPLY,3997000.0
J AGRO TRADERS CORP,3993000.0
Corbox Corporation,3988899.0
KINGSTAR PHARMA,3985200.0
National Food Authority,3985000.0
BEROVAN MARKETING INC.,3979760.0
Bodeguita Enterprises,3978000.0
Gold Medlines Drug Distribution,3970200.0
EIGHT - TWO - ZERO GEN. MDSE.,3968000.0
Central Mart General Merchandise,3953000.0
SJ Pharmacy,3946995.0
MACTYCOON MARKETING,3940000.0
LICAY GENERAL MERCHANDISE,3926880.0
MRL CYBERTEC CORP,3920000.0
Mac Kusina De Kafe,3915000.0
SUPER SHOPRITE CENTER INC.,3908750.0
Rocsi Store,3907125.0
Thy Grace Medical Supply and Services,3905250.0
J-Baw Rice and Corn Dealer,3902250.0
HLYC TRADING,3901761.5
BLU ENTERPRISES,3900000.0
Respicare Enterprises,3900000.0
NRVG Merchandising,3875500.0
Corbox Corporation,3875000.0
"Technomed International, Inc.",3860000.0
NEW ISABELA GRAINS MILLING,3858175.0
FUTURISTIC TRADING AND CONSTRUCTION,3848926.67
Panda Tea Garden Suites,3847500.0
JULRIZ CONSTRUCTION AND SUPPLY,3839182.15
"I. Marcelo Builders, Inc.",3838801.72
J-777 Agri Marketing Corp.,3832000.0
PADRINO GENRAL MERCHANDISE,3830778.3
"RBGM Medical Express Sales, Inc.",3830200.0
MARYKNOLL BUILDERS AND SUPPLY,3817957.71
Chezka Rice Mill,3817800.0
Chezka Rice Mill,3817800.0
M.L.R Grains Trading,3800000.0
PATIENT CARE CORPORATION,3800000.0
EN Ricemill Commercial,3800000.0
"Lifeline Diagnostics Supplier Inc.,Rainphil,Inc.",3800000.0
SEED GROWERS MPC OF LA UNION,3800000.0
AH SHOPPERS MART INC.,3799600.0
LOLO APO GEN. MERCHANDISE,3797500.0
MEDILINES DISTRIBUTORS INCORPORATED,3795596.0
ROCSI STORE,3792500.0
South East Star Enterprises,3788940.0
"EMCOR,INC.",3784800.0
FOR BO ENTERPRISE,3780000.0
DIGITAL INTERFACE,3777754.0
ROSETAD STORE,3766230.0
GLORIA'S MEATSHOP AND AGRIVET,3765500.0
GP Rice and Corn Dealer,3760180.0
LOLO APO GEN. MERCHANDISE,3759525.0
VARIANCE TRADING CORPORATION,3750000.0
PACIFIC GRAINS AND FERTILIZER TRADING,3750000.0
EVERYDAY ENTERPRISE,3750000.0
Elan Vita Diagnostics Solutions,3750000.0
JRJL Trading,3740000.0
Camsur Multi-Purpose Cooperative,3740000.0
Râ€™CEL Gen. Contractor & Gen. Mdse.,3731780.26
LUCHAY AGRI TRADERS,3718400.0
"Arella Enterprises,Centro-Med Enterprises,Juniper 3 Procurement,Mendo Enterprise",3710400.0
First Med Pharmacy and Children's Clinic,3700350.0
RAD. G Enterprises,3700000.0
Wellpoint Enterprises,3700000.0
VICTORINA P. CHAN CO.,3694560.0
"SeedWorks Philippines, Incorporated",3690000.0
Royal Air,3690000.0
G&C Yason General Merchandise,3683750.0
E.F. Faderon Ricemill,3675300.0
KCX' SUPPLY WHOLESALING,3672000.0
Procurement Service - DBM,3645000.0
BOHOL QUALITY CORPORATION,3639527.5
TWENTY OAKS DUTY FREE HYPERMART,3634176.0
ZAMBOANGA BAKERY,3625000.0
SACECO TRADING,3618000.0
UZIEL PHARMACEUTICAL PRODUCT DISTRIBUTION,3600000.0
"HEALTHSOLUTIONS ENTERPRISES, INC.",3600000.0
GGG Palay & Rie Trading,3600000.0
Northland Agri-Products & Services,3600000.0
Viloria General Merchandise,3600000.0
Bansay Seafoods Restaurant and Cartering Services,3600000.0
Bansay Seafoods Restaurant and Cartering Services,3600000.0
Fastlab Diagnostics & Medical Supplies,3600000.0
Apex Grains Endeavor Inc.,3600000.0
"ENSUREMED, INC.",3599750.0
"RM Medical Supply and Equipment,Variance Trading Corporation",3599228.0
Elite Scientific & Diagnostic International Supplies Corp.,3596582.0
A-CUBE CONSTRUCTION & SUPPLY,3591104.65
Eastern Tanay Supermarket Inc.,3590929.0
Bodeguita Enterprises,3584250.0
"Stefan's Pharmaceutical Drugstore, Distributor & General Merchandise",3561531.2
DYNAMED HEALTHCARE INCORPORATED,3555000.0
DYNAMED HEALTHCARE INC.,3555000.0
"RTM SALES & CONSUMER GROUP, INC.",3551210.0
BULLSEYE SOLUTIONS INC.,3550000.0
RCV Enterprise,3525000.0
VITARICH CORP.,3520000.0
ORION SHELL STATION,3512400.0
Pure Gold Price Club Inc. Calapan,3511602.6
Jorda Trading,3507000.0
Organic Artisan Lab Corp,3507000.0
GOLD MEDLINES DRUG DISTRIBUTION,3500250.0
"CGC Grains, Incorporated",3500200.0
O.J.G.C. Enterprises,3500000.0
Klick Lucky Marketing,3500000.0
Klick Lucky Marketing,3500000.0
RESPICARE ENTERPRISES INC.,3500000.0
Philippine Red Cross,3500000.0
TECHNOMED INTL. INC.,3500000.0
E. G. & I Construction Corporation,3499499.99
OWEN Enterprises,3498750.0
OWEN Enterprises,3498750.0
RMQ Grains Center Corporation,3496500.0
Two-Brothers Construction,3495502.75
ZAFIRE DISTRIBUTOR,3495000.0
DONGKIE RICE AND CORN DEALER,3493875.0
Romanique's Office Supplies & General Merchandise,3482920.0
Degracia Rice Milling and Enterprises,3480000.0
Silver Saint Pharmaceutical,3477423.0
HAKKATAN KONSTRUK & GEN. MDSE.,3473768.59
Palmares General Merchandise,3469999.63
Pinwenco Enterprises,3464842.74
Owen Enterprises,3461975.0
INSEE DIAMOND TRADING CO.,3458250.0
Phil Pharmawealth Inc.,3450000.0
PALINDROME ENTERPRISES,3450000.0
Reliance Producers Cooperative,3450000.0
KNC Rice Retailer and Wholesaler,3448152.0
MTLJ GENERAL MERCHANDISE,3437500.0
MTLJ GENERAL MERCHANDISE,3437500.0
MTLJ GENERAL MERCHANDISE,3437500.0
PROCUREMENT SERVICE,3432000.0
A3 General Merchandise,3414924.0
Aroluck General Merchandising,3411328.7
"Seedworks Philippines, Inc.",3410400.0
MORONG STORE AND GENERAL MERCHANDISE,3409000.0
"LTS RETAIL SPECIALIST, INC.",3400000.0
ALLIED HOSPITAL SUPPLY INTERNATIONAL CORPORATION,3400000.0
DEN DER TRADING,3398850.0
KAMIKO CARGO MOVERS CORPORATION,3390800.0
JAIME SANTOS RICE MILL,3385800.0
Essentrix Choice Pharma,3371500.0
"Lifelink, Inc.",3360000.0
"BEROVAN MARKETING, INC.",3360000.0
FISHER RETAIL INC.,3349472.0
South Star Distributors Inc.,3344876.28
Agricons Impex Co.,3342700.0
NEW ISABELA GRAINS MILLING,3330000.0
Globel's Store,3321000.0
Globel's Store,3321000.0
"Metro Retail Stores Group, Inc.",3320450.0
"Cebu Air, Inc.",3315200.0
LANVIN ENTERPRISES,3300000.0
LANVIN ENTEPRISES,3300000.0
Everyday Enterprises,3300000.0
PURE GOLD PRICE CLUB INC.,3300000.0
Armen Engineering and Construction Services,3300000.0
BEROVAN MARKETING INC,3288888.0
RCV Enterprise,3283220.0
Medical Trends and Technologies Inc.,3280000.0
Apex Foods Distribution Corporation,3276000.0
JAL Rice Store,3268000.0
Cebu Sherilin Trading Corporation,3265000.0
Buildtek Construction,3256346.21
FAS DIAGNOSTIC GROUP INC.,3250000.0
Biosite Medical Instruments,3250000.0
Medshield Pharma Corp.,3241310.0
Cathy's Diner and Catering Services,3240000.0
QUAD-GEN PHARMACEUTICAL,3235454.0
Hi-Precision Diagnostics,3235200.0
NATIONAL FOOD AUTHORITY-ILOILO,3232500.0
JNP Sari-sari Store,3225000.0
TAGUM CITY EMPLOYEES MULTIPURPOSE COOPERATIVE,3221000.0
Elm Industrial Sales,3220082.0
HERLYN'S STORE,3213600.0
"Robustan, Inc.",3204000.0
Vesric Enterprises,3200000.0
ARCORP Medical Enterprises,3200000.0
"getz bros., phils., inc.",3198600.0
RST STORE,3183600.0
National Food Authority,3183500.0
Duomedics Enterprises,3181805.0
Juniper 3 Procurement Corporation,3172200.0
BAUKO ORGANIC PRACTITIONER CREDIT COOPERATIVE,3170000.0
FJB-JAB Eterprises,3169900.0
MAR-TONI GENERAL MERCHANDISE,3168000.0
KCX' SUPPLY WHOLESALING,3162000.0
Meeco Enterprises,3160245.0
Delta Distribution Corporation,3157000.0
Vita Care Health Products,3150000.0
"Lifeline Diagnostics Supplies, Inc.",3147720.0
DUOMEDICS Enterprises,3140400.0
OLYMPIA E. CORPUZ ENT.,3139225.0
F AND N ENTERPRISES & GEN. MERCHANDIZE,3136401.25
Camsur Multi-Purpose Cooperative,3136000.0
"SYNERGY SOURCING AND DEVELOPMENT GROUP, INC",3136000.0
"Macare Medicals, Inc.",3126000.0
National Food Authority,3125000.0
D'BEAM GENERAL MERCHANDISE CORP.,3125000.0
"SAIDDI AGRI FARM AND TRADING, INC.",3120000.0
Duomedics Enterprises,3117600.0
NEW PUBLIC STORE,3116000.0
Southside Biomedical,3100000.0
