Name Of Awarded Company,Amount Awarded (in hundred thousands),Company Age
WEDDING EAST CATERING SERVICES,7.172685,5.854794520547945
WEDDING EAST CATERING SERVICES,6.9795,5.854794520547945
WEDDING EAST CATERING SERVICES,1.785,5.854794520547945
NEW ZMJ TRADING,7.14,5.487671232876712
NEW ZMJ TRADING,1.7494,5.487671232876712
RZD COMMERCIAL,7.125,15.315068493150685
ACES PHILPRODUCERS CORPORATION,6.93,0.5068493150684932
A AND M AGRIBUSINESS ENTERPRISE,6.9136,2.813698630136986
PERMAHEAL ENTERPRISE,6.8893,2.873972602739726
PERMAHEAL ENTERPRISE,5.473625,2.873972602739726
SARA CALTEX SERVICE STATION,6.88495,5.252054794520548
BNO MEDLAB TRADING,6.864,3.9095890410958902
BNO MEDLAB TRADING,1.1209,3.9095890410958902
BNO MEDLAB TRADING,0.405,3.9095890410958902
PATRIZ PHARMACY,6.77934,2.03013698630137
PATRIZ PHARMACY,5.3455,2.03013698630137
PATRIZ PHARMACY,2.4204,2.03013698630137
CHE ENTERPRISES,6.72,10.972602739726028
CHE ENTERPRISES,0.9705,10.972602739726028
CHE ENTERPRISES,0.35,10.972602739726028
NDM PHARMA AND MEDICAL SUPPLIES,6.719,12.726027397260275
RICA DRUGS AND MEDICAL SUPPLY,6.709,7.331506849315068
JALTAM TRADE,6.695,14.997260273972604
NEW LEGAZPI FRONTLINER ENTERPRISES,6.664,14.742465753424657
NEW LEGAZPI FRONTLINER ENTERPRISES,4.2138,14.742465753424657
"FIL-ANASERVE, INC.",6.573,13.657534246575343
"FIL-ANASERVE, INC.",1.9464,13.657534246575343
"FIL-ANASERVE, INC.",1.9464,13.657534246575343
JENARJOY ENTERPRISES,6.55128,4.638356164383562
JENARJOY ENTERPRISES,0.216,4.638356164383562
BEONE INDUSTRIES INC.,6.52,1.536986301369863
BEONE INDUSTRIES INC.,5.445,1.536986301369863
CHEMVEST COMMERCIAL TRADING,6.5,5.6136986301369864
CHEMVEST COMMERCIAL TRADING,0.5,5.6136986301369864
CHEMVEST COMMERCIAL TRADING,0.49875,5.6136986301369864
CHEMVEST COMMERCIAL TRADING,0.0895,5.6136986301369864
ENGLAND TEXTILES,6.4843,10.945205479452055
ENGLAND TEXTILES,4.725,10.945205479452055
ENGLAND TEXTILES,3.42,10.945205479452055
ENGLAND TEXTILES,0.76,10.945205479452055
ENGLAND TEXTILES,0.45,10.945205479452055
JUS AND KAYE GENERAL MERCHANDISE,6.4439,3.0246575342465754
JUS AND KAYE GENERAL MERCHANDISE,3.39105,3.0246575342465754
JUS AND KAYE GENERAL MERCHANDISE,2.841665,3.0246575342465754
"GETZ BROS. PHILS., INC.",6.3972,13.764383561643836
DAVAO MEDWORLD DIAGNOSTIC COMPANY,6.351,7.104109589041096
DAVAO MEDWORLD DIAGNOSTIC COMPANY,4.6,7.104109589041096
DAVAO MEDWORLD DIAGNOSTIC COMPANY,1.09077,7.104109589041096
DAVAO MEDWORLD DIAGNOSTIC COMPANY,0.75,7.104109589041096
DAVAO MEDWORLD DIAGNOSTIC COMPANY,0.4,7.104109589041096
DAVAO MEDWORLD DIAGNOSTIC COMPANY,0.3,7.104109589041096
RJ MED MARKETING,6.3117,3.2958904109589042
LITTLE MOM CATERING SERVICES,6.3099,5.605479452054794
LITTLE MOM CATERING SERVICES,1.674,5.605479452054794
LITTLE MOM CATERING SERVICES,0.344,5.605479452054794
CAYAT PHARMACY,6.20005,2.202739726027397
CAYAT PHARMACY,4.87696,2.202739726027397
RYY CORPORATION,6.1,1.273972602739726
RYY CORPORATION,1.0139,1.273972602739726
KIM-KAT ENTERPRISES,6.043728000000001,16.035616438356165
KIM-KAT ENTERPRISES,1.8227,16.035616438356165
KIM-KAT ENTERPRISES,1.4245,16.035616438356165
KIM-KAT ENTERPRISES,1.41,16.035616438356165
KIM-KAT ENTERPRISES,0.0036,16.035616438356165
CAMBERWELL CONSTRUCTION AND SUPPLIES,6.0146,2.9452054794520546
CAMBERWELL CONSTRUCTION AND SUPPLIES,2.34179,2.9452054794520546
CAMBERWELL CONSTRUCTION AND SUPPLIES,1.211,2.9452054794520546
BSMA TRADING,5.991,3.1041095890410957
BSMA TRADING,4.533,3.1041095890410957
BSMA TRADING,1.44375,3.1041095890410957
DYNA CARE MEDICAL TRADING,5.885,11.742465753424657
DYNA CARE MEDICAL TRADING,2.25,11.742465753424657
DYNA CARE MEDICAL TRADING,1.5,11.742465753424657
DYNA CARE MEDICAL TRADING,0.4925,11.742465753424657
LINDA'S DEPARTMENT STORE,5.826624,12.26849315068493
LINDA'S DEPARTMENT STORE,0.9472,12.26849315068493
JILL CONSTRUCTION AND TRADING,5.768337,3.736986301369863
JILL CONSTRUCTION AND TRADING,0.7136,3.736986301369863
GMG AGRI-FARM PRODUCTS,5.725,15.046575342465754
GMG AGRI-FARM PRODUCTS,4.5,15.046575342465754
MCTEL ENGINEERING SERVICES,5.7,0.3726027397260274
THREE N' ONE ENTERPRISES,5.65975,9.087671232876712
PRIME LINK PHARMACEUTICAL,5.6475,3.3095890410958906
PRIME LINK PHARMACEUTICAL,1.61235,3.3095890410958906
FINE SQUARE INTERIOR BY DESIGN,5.645,7.095890410958904
REJOHN ENTERPRISES,5.61,4.449315068493151
REJOHN ENTERPRISES,2.467,4.449315068493151
REJOHN ENTERPRISES,2.0708,4.449315068493151
REJOHN ENTERPRISES,0.7665,4.449315068493151
REJOHN ENTERPRISES,0.45,4.449315068493151
REJOHN ENTERPRISES,0.439,4.449315068493151
PROGRESSIVE MEDICAL CORPORATION,5.6,17.53150684931507
RMA CONSTRUCTION AND SUPPLY,5.548031999999999,2.8493150684931505
BAROBO GASOLINE STATION,5.468616999999999,2.8794520547945206
ATJK GENERAL MERCHANDISE,5.4,11.523287671232877
TECKCON CONSTRUCTION,5.38395,11.580821917808219
TECKCON CONSTRUCTION,1.537124,11.580821917808219
TECKCON CONSTRUCTION,1.454278,11.580821917808219
MEDLANE ENTERPRISES,5.376,15.252054794520548
MEDLANE ENTERPRISES,0.0895,15.252054794520548
PALANGUE AGRARIAN REFORM COOPERATIVE,5.34751,4.153424657534247
PALANGUE AGRARIAN REFORM COOPERATIVE,1.91961,4.153424657534247
PALANGUE AGRARIAN REFORM COOPERATIVE,0.749,4.153424657534247
BLUE BAUX MARKETING,5.3128344,4.156164383561644
SAREN BAG SUPPLY,5.1765,7.723287671232876
EIMMAR'S DRUG CENTER,5.1123,3.3698630136986303
EIMMAR'S DRUG CENTER,4.60625,3.3698630136986303
EIMMAR'S DRUG CENTER,3.66585,3.3698630136986303
EIMMAR'S DRUG CENTER,1.746,3.3698630136986303
EIMMAR'S DRUG CENTER,0.71586,3.3698630136986303
BROADSTREET PHARMACEUTICALS,5.098,4.493150684931507
BROADSTREET PHARMACEUTICALS,1.496,4.493150684931507
MJN ENTERPRISES,5.04455,6.071232876712329
MJN ENTERPRISES,2.9465,6.071232876712329
MJN ENTERPRISES,0.081,6.071232876712329
JCC ENTERPRISES,5.04,3.4328767123287673
MAHAYAHAY MULTI-PURPOSE COOPERATIVE,5.0015,6.254794520547946
MAHAYAHAY MULTI-PURPOSE COOPERATIVE,1.4904,6.254794520547946
ALLCARD INC.,5.0,16.542465753424658
MEDEV MEDICAL DEVICES CORPORATION,5.0,14.652054794520549
MASS GENERAL MERCHANDISE AND SUPPLIES,4.9998,2.978082191780822
WESTVILTRADE CORPORATION,4.9995840000000005,1.5835616438356164
LAURENICE ENTERPRISES,4.972,0.13150684931506848
LAURENICE ENTERPRISES,3.99,0.13150684931506848
JRACS PHARMACEUTICAL DISTRIBUTOR,4.95023,15.372602739726027
JRACS PHARMACEUTICAL DISTRIBUTOR,3.97949,15.372602739726027
A. CAMARILLO TRADING,4.94558,7.142465753424657
A. CAMARILLO TRADING,4.7604,7.142465753424657
A. CAMARILLO TRADING,4.7604,7.142465753424657
A. CAMARILLO TRADING,3.8466,7.142465753424657
A. CAMARILLO TRADING,2.05,7.142465753424657
A. CAMARILLO TRADING,1.85,7.142465753424657
A. CAMARILLO TRADING,1.708,7.142465753424657
A. CAMARILLO TRADING,1.55565,7.142465753424657
AUSPICIA INC.,4.9016,4.2164383561643834
NEOMED MARKETING,4.9,10.509589041095891
NEOMED MARKETING,3.375,10.509589041095891
FJC PETROLEUM PRODUCTS,4.8809515999999995,4.389041095890411
FARMACIA NORHIZA,4.87595,15.317808219178081
FARMACIA NORHIZA,3.70647,15.317808219178081
FARMACIA NORHIZA,0.8655,15.317808219178081
GLOBEQUIPT CORPORATION,4.851,6.652054794520548
"LABSOLUTION TECHNOLOGIES, INC.",4.845,9.479452054794521
"LABSOLUTION TECHNOLOGIES, INC.",4.1375,9.479452054794521
"LABSOLUTION TECHNOLOGIES, INC.",0.9,9.479452054794521
"FABRIMETRICS PHILS., INC.",4.8,4.961643835616439
LDA AGRI MARKETING,4.788,2.2958904109589042
LDA AGRI MARKETING,4.41992,2.2958904109589042
LION COMMERCIAL CORPORATION,4.7766682000000005,8.189041095890412
EASTERN LINE DEVELOPMENT AND CONSTRUCTION,4.7702915,1.441095890410959
EJ'S COM ENTERPRISE,4.745,3.350684931506849
VIZ PHARMACEUTICAL DISTRIBUTION,4.685,13.032876712328767
VIZ PHARMACEUTICAL DISTRIBUTION,3.735,13.032876712328767
RICAFORT-TEE CATERING SERVICES,4.65,8.46027397260274
MANNA SHAMEYN ENTERPRISES,4.625,8.895890410958904
MANNA SHAMEYN ENTERPRISES,4.4,8.895890410958904
"REHAB VENTURES AND MEDICAL PRODUCTS, INC.",4.6,2.767123287671233
LEVINS INTERNATIONAL CORPORATION,4.58,18.002739726027396
LEVINS INTERNATIONAL CORPORATION,1.3,18.002739726027396
LEVINS INTERNATIONAL CORPORATION,1.1737,18.002739726027396
PJ BARCELONA'S CATERING SERVICES,4.557,6.284931506849315
PJ BARCELONA'S CATERING SERVICES,3.1735,6.284931506849315
JOZETH TRADING,4.5275,14.646575342465754
JOZETH TRADING,1.94,14.646575342465754
DAVOCOL'S GENERAL MERCHANDISE,4.5198,8.936986301369863
"ACE HARDWARE PHILIPPINES, INC.",4.5044675,7.076712328767123
GESALEM ENTERPRISES,4.472,6.191780821917808
LUCKY ARCHER GRAINS PROCESSING CENTER,4.422,0.010958904109589041
KTCA GASOLINE STATION,4.3758,0.06027397260273973
KTCA GASOLINE STATION,3.8628,0.06027397260273973
PHARMACEUTICA FILIPINA DE VISAYAS,4.3525,15.517808219178082
PHARMACEUTICA FILIPINA DE VISAYAS,1.59,15.517808219178082
PHARMACEUTICA FILIPINA DE VISAYAS,0.6,15.517808219178082
PHARMACEUTICA FILIPINA DE VISAYAS,0.466,15.517808219178082
CMC ENTERPRISES,4.347,0.6054794520547945
CMC ENTERPRISES,0.97515,0.6054794520547945
RB PCSAVER TRADING,4.3377,13.616438356164384
RB PCSAVER TRADING,2.9048,13.616438356164384
KYMEARL CONSTRUCTION SUPPLY,4.33,5.7095890410958905
RC LIM MARKETING,4.30079,14.282191780821918
RC LIM MARKETING,1.746,14.282191780821918
RC LIM MARKETING,0.0345,14.282191780821918
RC LIM MARKETING,0.029,14.282191780821918
RC LIM MARKETING,0.009,14.282191780821918
RC LIM MARKETING,0.0065,14.282191780821918
RC LIM MARKETING,0.006,14.282191780821918
RICH RIVER COMMERCIAL,4.272,15.356164383561644
RICH RIVER COMMERCIAL,1.808768,15.356164383561644
JOY'S GENERAL MERCHANDISING,4.2588,4.756164383561644
JOY'S GENERAL MERCHANDISING,0.51,4.756164383561644
JOY'S GENERAL MERCHANDISING,0.25581,4.756164383561644
JOY'S GENERAL MERCHANDISING,0.205,4.756164383561644
CSP MARKETING AND PHARMACY,4.24575,11.235616438356164
CSP MARKETING AND PHARMACY,3.74355,11.235616438356164
CSP MARKETING AND PHARMACY,3.01095,11.235616438356164
BRP JR. TRADING,4.23225,3.052054794520548
BRP JR. TRADING,0.3,3.052054794520548
BRP JR. TRADING,0.3,3.052054794520548
JAMM'S OFFICE & SCHOOL SUPPLIES,4.2225,6.736986301369863
JAMM'S OFFICE & SCHOOL SUPPLIES,0.096,6.736986301369863
GCMED PHARMACEUTICAL DISTRIBUTOR,4.22225,3.43013698630137
GCMED PHARMACEUTICAL DISTRIBUTOR,1.561212,3.43013698630137
MICROVASE PHARMACY,4.211305,6.389041095890411
MICROVASE PHARMACY,1.06895,6.389041095890411
A. MONTALBO TRADING AND CONSTRUCTION,4.08535,11.997260273972604
A. MONTALBO TRADING AND CONSTRUCTION,2.2476,11.997260273972604
A. MONTALBO TRADING AND CONSTRUCTION,0.66443,11.997260273972604
MVJD TRADING,4.0723,4.449315068493151
LSC SIBUGAY MARKETING COMPANY,4.063,2.936986301369863
LSC SIBUGAY MARKETING COMPANY,0.8132,2.936986301369863
GEMTECH ENTERPRISES,4.056,0.1863013698630137
JESSCORT GENERAL MERCHANDISE,4.03,5.986301369863014
EXSON ENTERPRISES COMPANY,4.003575,7.276712328767124
ZV FISHING AND CONSTRUCTION SUPPLIES,4.00285,3.978082191780822
ZV FISHING AND CONSTRUCTION SUPPLIES,4.00285,3.978082191780822
ZV FISHING AND CONSTRUCTION SUPPLIES,2.7977652,3.978082191780822
MAC PHARMA & MEDICAL SUPPLIES,4.0,3.7643835616438355
"FIL-ACCENT RESOURCES MARKETING, INC.",4.0,9.241095890410959
"FIL-ACCENT RESOURCES MARKETING, INC.",3.51,9.241095890410959
CWA ENTERPRISES,4.0,1.3863013698630138
FAIR AND SQUARE MARKETING COMPANY,3.925,11.863013698630137
NODAL ELECTRIC TRADE AND SERVICES,3.88869,5.0849315068493155
REYVIM CONSTRUCTION AND SUPPLY,3.88161,0.10136986301369863
REYVIM CONSTRUCTION AND SUPPLY,0.88285,0.10136986301369863
DIAMOND CARE MARKETING,3.8576,4.043835616438356
FCC ENTERPRISES,3.8489342,4.112328767123287
DEYU PHARMACEUTICAL,3.82835,1.5342465753424657
DEYU PHARMACEUTICAL,2.82,1.5342465753424657
DEYU PHARMACEUTICAL,2.7875,1.5342465753424657
DEYU PHARMACEUTICAL,1.745,1.5342465753424657
DEYU PHARMACEUTICAL,0.22,1.5342465753424657
BERZAN ENTERPRISE,3.75,12.386301369863014
BERZAN ENTERPRISE,0.315,12.386301369863014
SENTINEL ENTERPRISES,3.726,4.857534246575343
JONECO TECH MARKETING CORP.,3.7245,3.084931506849315
JONECO TECH MARKETING CORP.,3.7245,3.084931506849315
JONECO TECH MARKETING CORP.,2.4183,3.084931506849315
JONECO TECH MARKETING CORP.,1.6598,3.084931506849315
JONECO TECH MARKETING CORP.,0.7028,3.084931506849315
JONECO TECH MARKETING CORP.,0.6578,3.084931506849315
JONECO TECH MARKETING CORP.,0.375,3.084931506849315
JONECO TECH MARKETING CORP.,0.18,3.084931506849315
JONECO TECH MARKETING CORP.,0.106,3.084931506849315
JONECO TECH MARKETING CORP.,0.0999,3.084931506849315
"OXFORD DISTRIBUTIONS, INC.",3.69,8.246575342465754
"OXFORD DISTRIBUTIONS, INC.",3.2,8.246575342465754
BIZMED PHARMA,3.66852,2.547945205479452
CARVI UPHOLSTERY SUPPLY,3.6,5.454794520547945
CARVI UPHOLSTERY SUPPLY,0.91837,5.454794520547945
CARVI UPHOLSTERY SUPPLY,0.72,5.454794520547945
CARVI UPHOLSTERY SUPPLY,0.583625,5.454794520547945
CARVI UPHOLSTERY SUPPLY,0.48,5.454794520547945
PADRINO GENERAL MERCHANDISE,3.6,13.849315068493151
TRINITY HEALTH PHARMA INTERNATIONAL,3.5996,3.0821917808219177
NEW LINE ENTERPRISES,3.55,14.334246575342465
KING DAVID PHARMA DISTRIBUTOR,3.529,4.465753424657534
RAMESH TRADING CORPORATION,3.51,12.287671232876713
G CHEMTRADING CORP.,3.5,11.526027397260274
G CHEMTRADING CORP.,3.46,11.526027397260274
PJPA TRADING AND CONSTRUCTION,3.5,1.158904109589041
HEALTH SAVER'S PHARMACY,3.4866,3.372602739726027
HEALTH SAVER'S PHARMACY,1.12,3.372602739726027
HEALTH SAVER'S PHARMACY,0.0146,3.372602739726027
KFM GENERAL MERCHANDISE,3.448,5.9150684931506845
KFM GENERAL MERCHANDISE,1.78,5.9150684931506845
KFM GENERAL MERCHANDISE,0.89,5.9150684931506845
KFM GENERAL MERCHANDISE,0.59058,5.9150684931506845
KFM GENERAL MERCHANDISE,0.386,5.9150684931506845
QUEBY ENTERPRISES,3.445,2.7260273972602738
QUEBY ENTERPRISES,1.966,2.7260273972602738
QUEBY ENTERPRISES,1.728,2.7260273972602738
QUEBY ENTERPRISES,0.875,2.7260273972602738
ALTO AUDIO DESIGN CENTER,3.4249733,6.6136986301369864
SONICFLOW ENTERPRISES,3.4079,4.50958904109589
SONICFLOW ENTERPRISES,0.84,4.50958904109589
SONICFLOW ENTERPRISES,0.675,4.50958904109589
ARIK GENERAL MERCHANDISING,3.375,6.471232876712329
ARIK GENERAL MERCHANDISING,1.9925,6.471232876712329
ARIK GENERAL MERCHANDISING,1.97,6.471232876712329
ARIK GENERAL MERCHANDISING,0.47,6.471232876712329
JHAD BUILDERS AND HARDWARE,3.3743,4.682191780821918
RAKEAR TRADING,3.366,13.306849315068494
RAKEAR TRADING,3.274,13.306849315068494
RAKEAR TRADING,2.3215,13.306849315068494
FYKER ENTERPRISES,3.3595,15.241095890410959
KILLAZ GENERAL MERCHANDISE,3.3441,3.1123287671232878
KILLAZ GENERAL MERCHANDISE,2.5063329999999997,3.1123287671232878
KILLAZ GENERAL MERCHANDISE,0.62244,3.1123287671232878
KILLAZ GENERAL MERCHANDISE,0.4496,3.1123287671232878
MK ENTERPRISES,3.3388248,4.16986301369863
MK ENTERPRISES,0.799337,4.16986301369863
MK ENTERPRISES,0.1192624,4.16986301369863
MK ENTERPRISES,0.06292,4.16986301369863
AUDACIOUS SITE ENTERPRISES,3.33723,3.0657534246575344
RAZMER'S TRADING,3.33425,13.424657534246576
RAZMER'S TRADING,2.60473,13.424657534246576
RAZMER'S TRADING,2.1528,13.424657534246576
RAZMER'S TRADING,0.51,13.424657534246576
HEAVY JOHN ENGINEERING CONSULTANCY,3.3168576,2.515068493150685
FAITH VENTURES,3.3,7.36986301369863
FAITH VENTURES,0.2305,7.36986301369863
WALTERMART SUPERMARKET INC.,3.265,2.7726027397260276
JM LAGANSI CONSTRUCTION AND SUPPLIES,3.2498,0.057534246575342465
ANISRA MARKETING,3.24,8.383561643835616
ANISRA MARKETING,1.6185,8.383561643835616
ANISRA MARKETING,1.575,8.383561643835616
ANISRA MARKETING,0.78,8.383561643835616
ANISRA MARKETING,0.6,8.383561643835616
INTELLISERVE TRADING INCORPORATED,3.225,2.632876712328767
INTELLISERVE TRADING INCORPORATED,1.4854,2.632876712328767
INTELLISERVE TRADING INCORPORATED,1.425,2.632876712328767
INTELLISERVE TRADING INCORPORATED,1.1575,2.632876712328767
RRS MARKETING,3.15685,15.295890410958904
AO BIOMED AND INDUSTRIAL MARKETING,3.15,7.49041095890411
SUPERCHA FOOD HAUZ,3.1475,9.63013698630137
SUPERCHA FOOD HAUZ,2.518,9.63013698630137
COLEMED TRADING,3.1068,5.8931506849315065
COMPLETE LINES TRADING,3.101,6.287671232876712
COMPLETE LINES TRADING,2.8083,6.287671232876712
DIAMOND GRACE ENTERPRISES,3.045,10.863013698630137
LABSTYX MEDICAL SUPPLIES,3.025,7.413698630136986
ROMIE'S TRADING,3.02,15.687671232876712
HOTELINDA SUITES,3.0,5.879452054794521
HOTELINDA SUITES,2.7,5.879452054794521
HOTELINDA SUITES,1.8,5.879452054794521
NOVEAULAB ASIA CORP.,3.0,2.1452054794520548
ELJOE MED PRODUCTS ENTERPRISES,2.9998,1.0410958904109588
GEMBRO ENTERPRISE,2.98816,0.7452054794520548
"EPARTNERS SOLUTIONS, INC.",2.9879,5.964383561643835
INA ENTERPRISE,2.9739,10.967123287671233
INA ENTERPRISE,2.18285,10.967123287671233
INA ENTERPRISE,1.83356,10.967123287671233
INA ENTERPRISE,0.70268,10.967123287671233
INA ENTERPRISE,0.1782,10.967123287671233
INA ENTERPRISE,0.0810675,10.967123287671233
CARRY ALL MERCHANDISING,2.97276,11.331506849315069
PRIMESOLV TECHNOLOGIES CO.,2.95,3.9534246575342467
PRIMESOLV TECHNOLOGIES CO.,2.825,3.9534246575342467
VOCOM ENTERPRISES,2.9325809,8.016438356164384
ARCE MARKETING,2.83136,12.43013698630137
JTIM ENTERPRISES,2.827,13.254794520547945
POWERDEALS TRADEHAUS,2.8105,4.413698630136986
CHIVALYN CONSTRUCTION SUPPLY,2.8102,12.632876712328768
CHIVALYN CONSTRUCTION SUPPLY,0.97909,12.632876712328768
CHIVALYN CONSTRUCTION SUPPLY,0.0172,12.632876712328768
AMESCO DRUG CORPORATION,2.8005,3.7753424657534245
AMESCO DRUG CORPORATION,1.5211,3.7753424657534245
AMESCO DRUG CORPORATION,0.6814,3.7753424657534245
AMESCO DRUG CORPORATION,0.1366275,3.7753424657534245
GOLDYLAB ENTERPRISES,2.8,4.76986301369863
EU ENTERPRISES,2.79,3.5232876712328767
EU ENTERPRISES,1.93155,3.5232876712328767
GALAXY POINT ENTERPRISES,2.7862859999999996,6.002739726027397
RM QUINTELA ENTERPRISE,2.77014,8.693150684931506
D & C DRUGSTORE AND GENERAL MERCHANDISE,2.765,10.997260273972604
MKAY GENERAL MERCHANDISE,2.765,3.0
EMVERLY ENTERPRISES,2.7571,2.4054794520547946
DEX CONSTRUCTION AND SUPPLY,2.72335,5.441095890410959
ASIA PHIL DRUG AND MEDICAL ENTERPRISES,2.712,10.43013698630137
MANARA MARKETING,2.704,6.03013698630137
TJ GARMENTS,2.7,11.638356164383561
TJ GARMENTS,2.25,11.638356164383561
TJ GARMENTS,0.15,11.638356164383561
AGREENNOV CORPORATION,2.7,0.14794520547945206
AGREENNOV CORPORATION,2.5,0.14794520547945206
AGREENNOV CORPORATION,1.15,0.14794520547945206
B.E.Y. ENTERPRISE,2.6921,8.01095890410959
B.E.Y. ENTERPRISE,2.533,8.01095890410959
B.E.Y. ENTERPRISE,2.3660715,8.01095890410959
B.E.Y. ENTERPRISE,1.0912,8.01095890410959
B.E.Y. ENTERPRISE,0.2378659,8.01095890410959
B.E.Y. ENTERPRISE,0.2,8.01095890410959
B.E.Y. ENTERPRISE,0.063,8.01095890410959
B.E.Y. ENTERPRISE,0.0529622,8.01095890410959
JACOBS EVENT MANAGEMENT SERVICES,2.679375,0.9972602739726028
MERACURE PHARMACY,2.64,0.2410958904109589
HOSPIMED INNOVATORS INC.,2.63,12.767123287671232
DRIVEASIA MOTOR CORPORATION,2.6,4.904109589041096
LYNBERT'S ENTERPRISES,2.5954,3.5643835616438357
J-FOURTH TRADING,2.595,1.3972602739726028
J-FOURTH TRADING,1.3,1.3972602739726028
METRO COOLAIRE TRADING CORPORATION,2.5552768,2.5616438356164384
GYR TRADING,2.55408,17.164383561643834
GYR TRADING,1.99728,17.164383561643834
CLEARBRIDGE MEDICAL PHILIPPINES INC.,2.55,0.2054794520547945
CLEARBRIDGE MEDICAL PHILIPPINES INC.,2.1,0.2054794520547945
CLEARBRIDGE MEDICAL PHILIPPINES INC.,1.5,0.2054794520547945
OXYCHEM CORPORATION,2.542,12.189041095890412
OXYCHEM CORPORATION,0.063,12.189041095890412
MAVIE'S CATERING SERVICES,2.52,4.178082191780822
RFG MEDICAL PHARMACEUTICAL PRODUCTS AND EQUIPMENT,2.5,3.0054794520547947
FERMIDA CONSTRUCTION SERVICES AND SUPPLIES,2.4945364000000003,16.742465753424657
DIAMED KINETICS HEALTHCARE ON THE GO,2.49,8.101369863013698
DIAMED KINETICS HEALTHCARE ON THE GO,0.014,8.101369863013698
STARBLOOMS ENTERPRISES,2.476902,5.523287671232877
STARBLOOMS ENTERPRISES,0.275715,5.523287671232877
ELIMGEM HOSPITAL SUPPLIES DISTRIBUTOR,2.475,5.671232876712328
BACOLOD CHINA MART,2.47137,5.16986301369863
BACOLOD CHINA MART,0.69583,5.16986301369863
BACOLOD CHINA MART,0.27876,5.16986301369863
PLOUTOS MARKETING,2.46554,3.5315068493150683
PLOUTOS MARKETING,0.45505,3.5315068493150683
FHAROYO TRADING,2.457,5.846575342465753
FHAROYO TRADING,0.9555,5.846575342465753
AFC RESCUE TRADERS,2.42,8.084931506849315
AFC RESCUE TRADERS,0.6625,8.084931506849315
SHMIC GENERAL MERCHANDISE,2.40617,1.6356164383561644
K SIGNS AND DESIGNS,2.375,7.2027397260273975
YOURMED MARKETING,2.365,8.435616438356165
YOURMED MARKETING,1.8,8.435616438356165
PROFCARE MEDICAL AND LINEN SUPPLIES,2.3516,8.591780821917808
INTERWORLD ENTERPRISES,2.34,5.375342465753425
EAST LAKE ENTERPRISES,2.314,3.638356164383562
EAST LAKE ENTERPRISES,0.2748,3.638356164383562
THAI SUN GENERAL MERCHANDISE,2.30526,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.46094,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.2291,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.119,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.119,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0952,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0714,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0714,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0714,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0714,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0714,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0476,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0476,3.084931506849315
THAI SUN GENERAL MERCHANDISE,0.0238,3.084931506849315
CALUTAN'S MARKETING,2.3,7.46027397260274
SASGIE GENERAL MERCHANDISE,2.296,2.8219178082191783
"OMNIFAB, INC.",2.277,3.863013698630137
"OMNIFAB, INC.",0.09,3.863013698630137
MC ARC INDUSTRIAL SUPPLY,2.263,3.0767123287671234
MC ARC INDUSTRIAL SUPPLY,1.396,3.0767123287671234
MC ARC INDUSTRIAL SUPPLY,0.8955,3.0767123287671234
BENISON ENTERPRISES,2.251,4.865753424657535
BEDMASTER MANUFACTURING CORPORATION,2.25,6.764383561643836
DAVIEN'S GENERAL MERCHANDISE,2.234455,4.1808219178082195
MVRN AGRI-MACHINERIES ENTERPRISES,2.22523,1.3945205479452054
BONGABONG COCONUT FARMER'S MULTI-PURPOSE COOPERATIVE,2.2235,4.879452054794521
4M GENERAL MERCHANDISE,2.2176,1.1397260273972603
4M GENERAL MERCHANDISE,2.078,1.1397260273972603
4M GENERAL MERCHANDISE,1.1872,1.1397260273972603
4M GENERAL MERCHANDISE,0.545,1.1397260273972603
4M GENERAL MERCHANDISE,0.28136,1.1397260273972603
4M GENERAL MERCHANDISE,0.2085,1.1397260273972603
4M GENERAL MERCHANDISE,0.082,1.1397260273972603
NG KHAI DEVELOPMENT CORPORATION,2.205,17.293150684931508
NEW SILANGAN HARDWARE AND FISHING SUPPLY,2.201775,6.232876712328767
JC ADMIRAL TRADING,2.2015,1.4301369863013698
JC ADMIRAL TRADING,1.89384,1.4301369863013698
JC ADMIRAL TRADING,0.524152,1.4301369863013698
JC ADMIRAL TRADING,0.4178482,1.4301369863013698
JC ADMIRAL TRADING,0.412825,1.4301369863013698
JC ADMIRAL TRADING,0.33526550000000005,1.4301369863013698
JC ADMIRAL TRADING,0.204,1.4301369863013698
JC ADMIRAL TRADING,0.1875,1.4301369863013698
JC ADMIRAL TRADING,0.1805,1.4301369863013698
JC ADMIRAL TRADING,0.151,1.4301369863013698
JC ADMIRAL TRADING,0.1125,1.4301369863013698
PALAYA CORPORATION,2.2,7.808219178082192
JCRS TRADING,2.195,4.846575342465753
KAD PHARMA,2.1819245,9.857534246575343
